subject_id;demand;feedb_awar_var;heard_awar_var;hyp_awar_1;manip_belif_you;manip_belief_people;quali_chek_hap;quali_chek_neu;quali_chek_dis;exper_note_var;block.num;trial;happy;anger;hap;sat;enj;agg;irr;ann;dif
141;posi;4;Yes;0;Yes;Yes;5;5;there were no distractions;The participant said that he thought he was in the 'neutral' condition. So the text did not probe him positively or negatively.;2;neut;0;0;0;0;0;0;0;0;0
141;posi;4;Yes;0;Yes;Yes;5;5;there were no distractions;The participant said that he thought he was in the 'neutral' condition. So the text did not probe him positively or negatively.;3;neut;0;0;0;0;0;0;0;0;0
142;posi;4;Yes;3;I am not sure;I am not sure;5;5;During one round my housemate walked into my room. Here i also indicated that i wasnt focussed;The participant said that he was in the condition where the text told him that we believed that the theory was true. (He thought that it was a bit strange that we so deliberately told him our belief, which led to him making the link to demand characteristics);1;happ;2;0.333333333333333;2;2;2;0;1;0;0
142;posi;4;Yes;3;I am not sure;I am not sure;5;5;During one round my housemate walked into my room. Here i also indicated that i wasnt focussed;The participant said that he was in the condition where the text told him that we believed that the theory was true. (He thought that it was a bit strange that we so deliberately told him our belief, which led to him making the link to demand characteristics);2;happ;1;1;1;1;1;0;1;2;0
142;posi;4;Yes;3;I am not sure;I am not sure;5;5;During one round my housemate walked into my room. Here i also indicated that i wasnt focussed;The participant said that he was in the condition where the text told him that we believed that the theory was true. (He thought that it was a bit strange that we so deliberately told him our belief, which led to him making the link to demand characteristics);3;happ;1;0.333333333333333;1;1;1;0;0;1;0
142;posi;4;Yes;3;I am not sure;I am not sure;5;5;During one round my housemate walked into my room. Here i also indicated that i wasnt focussed;The participant said that he was in the condition where the text told him that we believed that the theory was true. (He thought that it was a bit strange that we so deliberately told him our belief, which led to him making the link to demand characteristics);1;neut;1.66666666666667;0;2;1;2;0;0;0;0
142;posi;4;Yes;3;I am not sure;I am not sure;5;5;During one round my housemate walked into my room. Here i also indicated that i wasnt focussed;The participant said that he was in the condition where the text told him that we believed that the theory was true. (He thought that it was a bit strange that we so deliberately told him our belief, which led to him making the link to demand characteristics);2;neut;1;0;1;1;1;0;0;0;0
142;posi;4;Yes;3;I am not sure;I am not sure;5;5;During one round my housemate walked into my room. Here i also indicated that i wasnt focussed;The participant said that he was in the condition where the text told him that we believed that the theory was true. (He thought that it was a bit strange that we so deliberately told him our belief, which led to him making the link to demand characteristics);3;neut;1.33333333333333;0;1;2;1;0;0;0;0
143;posi;0;Yes;0;Yes;Yes;5;6;I had no distractions. ;Demand Characteristic: Was told there was an effect;1;happ;4;0.333333333333333;3;5;4;0;0;1;0
143;posi;0;Yes;0;Yes;Yes;5;6;I had no distractions. ;Demand Characteristic: Was told there was an effect;2;happ;2.66666666666667;0.666666666666667;2;3;3;0;1;1;0
143;posi;0;Yes;0;Yes;Yes;5;6;I had no distractions. ;Demand Characteristic: Was told there was an effect;3;happ;2.33333333333333;1.33333333333333;2;3;2;1;1;2;0
143;posi;0;Yes;0;Yes;Yes;5;6;I had no distractions. ;Demand Characteristic: Was told there was an effect;1;neut;1.33333333333333;0.333333333333333;2;1;1;1;0;0;0
143;posi;0;Yes;0;Yes;Yes;5;6;I had no distractions. ;Demand Characteristic: Was told there was an effect;2;neut;1.33333333333333;1.66666666666667;2;1;1;1;2;2;0
143;posi;0;Yes;0;Yes;Yes;5;6;I had no distractions. ;Demand Characteristic: Was told there was an effect;3;neut;1.33333333333333;0.666666666666667;1;1;2;0;1;1;0
144;null;1;Yes;0;No;I am not sure;5;5;There weren't any distractions.;Demand Characteristics: No effect expected;1;happ;2;0;1;2;3;0;0;0;2
144;null;1;Yes;0;No;I am not sure;5;5;There weren't any distractions.;Demand Characteristics: No effect expected;2;happ;2;0;1;2;3;0;0;0;0
144;null;1;Yes;0;No;I am not sure;5;5;There weren't any distractions.;Demand Characteristics: No effect expected;3;happ;0;0.333333333333333;0;0;0;0;0;1;0
144;null;1;Yes;0;No;I am not sure;5;5;There weren't any distractions.;Demand Characteristics: No effect expected;1;neut;0;0;0;0;0;0;0;0;1
144;null;1;Yes;0;No;I am not sure;5;5;There weren't any distractions.;Demand Characteristics: No effect expected;2;neut;0;0;0;0;0;0;0;0;0
144;null;1;Yes;0;No;I am not sure;5;5;There weren't any distractions.;Demand Characteristics: No effect expected;3;neut;0;0;0;0;0;0;0;0;0
145;null;2;Yes;0;I am not sure;Yes;5;5;There was no noise around me and also no visual distractions. I was completely alone and I was not eating.;thought the research question was about the relation/effect of facial expressions and emotions. She also thought the order of the questions could have something to do with the research. furthermore, no comments were given about the study itself. ;1;happ;2;0;1;1;4;0;0;0;2
145;null;2;Yes;0;I am not sure;Yes;5;5;There was no noise around me and also no visual distractions. I was completely alone and I was not eating.;thought the research question was about the relation/effect of facial expressions and emotions. She also thought the order of the questions could have something to do with the research. furthermore, no comments were given about the study itself. ;2;happ;0.333333333333333;1.33333333333333;0;1;0;0;4;0;2
145;null;2;Yes;0;I am not sure;Yes;5;5;There was no noise around me and also no visual distractions. I was completely alone and I was not eating.;thought the research question was about the relation/effect of facial expressions and emotions. She also thought the order of the questions could have something to do with the research. furthermore, no comments were given about the study itself. ;3;happ;0;1.33333333333333;0;0;0;0;2;2;1
145;null;2;Yes;0;I am not sure;Yes;5;5;There was no noise around me and also no visual distractions. I was completely alone and I was not eating.;thought the research question was about the relation/effect of facial expressions and emotions. She also thought the order of the questions could have something to do with the research. furthermore, no comments were given about the study itself. ;1;neut;1.66666666666667;0;2;2;1;0;0;0;0
145;null;2;Yes;0;I am not sure;Yes;5;5;There was no noise around me and also no visual distractions. I was completely alone and I was not eating.;thought the research question was about the relation/effect of facial expressions and emotions. She also thought the order of the questions could have something to do with the research. furthermore, no comments were given about the study itself. ;2;neut;0.666666666666667;0;1;1;0;0;0;0;0
145;null;2;Yes;0;I am not sure;Yes;5;5;There was no noise around me and also no visual distractions. I was completely alone and I was not eating.;thought the research question was about the relation/effect of facial expressions and emotions. She also thought the order of the questions could have something to do with the research. furthermore, no comments were given about the study itself. ;3;neut;0;1.33333333333333;0;0;0;0;2;2;0
146;null;3;Yes;0;Yes;Yes;5;5;I was sitting in front of my laptop. My phone vibrated a few times because I got messages and I could hear the cars in my street. I am also a bit tired because I have been doing and taking experiments since 9:00.;;1;happ;0.666666666666667;0.666666666666667;0;1;1;0;1;1;0
146;null;3;Yes;0;Yes;Yes;5;5;I was sitting in front of my laptop. My phone vibrated a few times because I got messages and I could hear the cars in my street. I am also a bit tired because I have been doing and taking experiments since 9:00.;;2;happ;0;1;0;0;0;0;2;1;0
146;null;3;Yes;0;Yes;Yes;5;5;I was sitting in front of my laptop. My phone vibrated a few times because I got messages and I could hear the cars in my street. I am also a bit tired because I have been doing and taking experiments since 9:00.;;3;happ;0.333333333333333;0.333333333333333;0;1;0;0;0;1;0
146;null;3;Yes;0;Yes;Yes;5;5;I was sitting in front of my laptop. My phone vibrated a few times because I got messages and I could hear the cars in my street. I am also a bit tired because I have been doing and taking experiments since 9:00.;;1;neut;0;0;0;0;0;0;0;0;0
146;null;3;Yes;0;Yes;Yes;5;5;I was sitting in front of my laptop. My phone vibrated a few times because I got messages and I could hear the cars in my street. I am also a bit tired because I have been doing and taking experiments since 9:00.;;2;neut;0.333333333333333;0;0;1;0;0;0;0;0
146;null;3;Yes;0;Yes;Yes;5;5;I was sitting in front of my laptop. My phone vibrated a few times because I got messages and I could hear the cars in my street. I am also a bit tired because I have been doing and taking experiments since 9:00.;;3;neut;0.666666666666667;0;0;2;0;0;0;0;0
150;null;4;Yes;3;Yes;Yes;5;4;There were no distractions, BUT I was in a very jolly mood when I came in so the 'blank face' was kinda difficult to maintain.;Particpant was aware of the experimenter bias in the beginning, The direction for this particpant was that there is no effect of facial feedback on emotional experience;1;happ;3.66666666666667;0;4;3;4;0;0;0;4
150;null;4;Yes;3;Yes;Yes;5;4;There were no distractions, BUT I was in a very jolly mood when I came in so the 'blank face' was kinda difficult to maintain.;Particpant was aware of the experimenter bias in the beginning, The direction for this particpant was that there is no effect of facial feedback on emotional experience;2;happ;3.66666666666667;0;4;3;4;0;0;0;4
150;null;4;Yes;3;Yes;Yes;5;4;There were no distractions, BUT I was in a very jolly mood when I came in so the 'blank face' was kinda difficult to maintain.;Particpant was aware of the experimenter bias in the beginning, The direction for this particpant was that there is no effect of facial feedback on emotional experience;3;happ;3.33333333333333;0;3;3;4;0;0;0;4
150;null;4;Yes;3;Yes;Yes;5;4;There were no distractions, BUT I was in a very jolly mood when I came in so the 'blank face' was kinda difficult to maintain.;Particpant was aware of the experimenter bias in the beginning, The direction for this particpant was that there is no effect of facial feedback on emotional experience;1;neut;3;0;3;3;3;0;0;0;4
150;null;4;Yes;3;Yes;Yes;5;4;There were no distractions, BUT I was in a very jolly mood when I came in so the 'blank face' was kinda difficult to maintain.;Particpant was aware of the experimenter bias in the beginning, The direction for this particpant was that there is no effect of facial feedback on emotional experience;2;neut;3;0;3;3;3;0;0;0;3
150;null;4;Yes;3;Yes;Yes;5;4;There were no distractions, BUT I was in a very jolly mood when I came in so the 'blank face' was kinda difficult to maintain.;Particpant was aware of the experimenter bias in the beginning, The direction for this particpant was that there is no effect of facial feedback on emotional experience;3;neut;3.33333333333333;0;3;3;4;0;0;0;3
151;posi;3;Yes;0;I am not sure;Yes;6;5;None at most, I'm sitting in front of a window so that CAN be distracting, but in this case it wasn't and almost my full attention was on the study. The only thing distracting my mind may have been thinking about the study and the expected effect, and if and how I may be biased, etc.;Direction, there is an effect;1;happ;4.33333333333333;0.666666666666667;4;4;5;0;1;1;0
151;posi;3;Yes;0;I am not sure;Yes;6;5;None at most, I'm sitting in front of a window so that CAN be distracting, but in this case it wasn't and almost my full attention was on the study. The only thing distracting my mind may have been thinking about the study and the expected effect, and if and how I may be biased, etc.;Direction, there is an effect;2;happ;1.33333333333333;0.666666666666667;1;1;2;0;1;1;0
151;posi;3;Yes;0;I am not sure;Yes;6;5;None at most, I'm sitting in front of a window so that CAN be distracting, but in this case it wasn't and almost my full attention was on the study. The only thing distracting my mind may have been thinking about the study and the expected effect, and if and how I may be biased, etc.;Direction, there is an effect;3;happ;2.33333333333333;0;2;2;3;0;0;0;0
151;posi;3;Yes;0;I am not sure;Yes;6;5;None at most, I'm sitting in front of a window so that CAN be distracting, but in this case it wasn't and almost my full attention was on the study. The only thing distracting my mind may have been thinking about the study and the expected effect, and if and how I may be biased, etc.;Direction, there is an effect;1;neut;1.66666666666667;1;2;2;1;0;1;2;0
151;posi;3;Yes;0;I am not sure;Yes;6;5;None at most, I'm sitting in front of a window so that CAN be distracting, but in this case it wasn't and almost my full attention was on the study. The only thing distracting my mind may have been thinking about the study and the expected effect, and if and how I may be biased, etc.;Direction, there is an effect;2;neut;0.666666666666667;0.333333333333333;0;1;1;0;0;1;0
151;posi;3;Yes;0;I am not sure;Yes;6;5;None at most, I'm sitting in front of a window so that CAN be distracting, but in this case it wasn't and almost my full attention was on the study. The only thing distracting my mind may have been thinking about the study and the expected effect, and if and how I may be biased, etc.;Direction, there is an effect;3;neut;1;0;1;1;1;0;0;0;0
152;posi;3;Yes;0;Yes;Yes;5;5;Nope;The participant had a question during the survey. She opened her microphone and said that she had gotten the same task for the third time. The experimenter told her that this may very well be, and that it is part of the survey, so she could just fill it in. The participant had heard of facial feedback hypothesis, but did not know we were also testing for demand characteristics. She also mentioned that she thought that 5 seconds may be a bit short for testing facial feedback hypothesis.;1;happ;1.66666666666667;1;2;1;2;1;1;1;0
152;posi;3;Yes;0;Yes;Yes;5;5;Nope;The participant had a question during the survey. She opened her microphone and said that she had gotten the same task for the third time. The experimenter told her that this may very well be, and that it is part of the survey, so she could just fill it in. The participant had heard of facial feedback hypothesis, but did not know we were also testing for demand characteristics. She also mentioned that she thought that 5 seconds may be a bit short for testing facial feedback hypothesis.;2;happ;0.333333333333333;0.666666666666667;1;0;0;0;1;1;1
152;posi;3;Yes;0;Yes;Yes;5;5;Nope;The participant had a question during the survey. She opened her microphone and said that she had gotten the same task for the third time. The experimenter told her that this may very well be, and that it is part of the survey, so she could just fill it in. The participant had heard of facial feedback hypothesis, but did not know we were also testing for demand characteristics. She also mentioned that she thought that 5 seconds may be a bit short for testing facial feedback hypothesis.;3;happ;0;0.333333333333333;0;0;0;0;0;1;2
152;posi;3;Yes;0;Yes;Yes;5;5;Nope;The participant had a question during the survey. She opened her microphone and said that she had gotten the same task for the third time. The experimenter told her that this may very well be, and that it is part of the survey, so she could just fill it in. The participant had heard of facial feedback hypothesis, but did not know we were also testing for demand characteristics. She also mentioned that she thought that 5 seconds may be a bit short for testing facial feedback hypothesis.;1;neut;0.333333333333333;0.333333333333333;1;0;0;0;0;1;1
152;posi;3;Yes;0;Yes;Yes;5;5;Nope;The participant had a question during the survey. She opened her microphone and said that she had gotten the same task for the third time. The experimenter told her that this may very well be, and that it is part of the survey, so she could just fill it in. The participant had heard of facial feedback hypothesis, but did not know we were also testing for demand characteristics. She also mentioned that she thought that 5 seconds may be a bit short for testing facial feedback hypothesis.;2;neut;0;1;0;0;0;0;1;2;0
152;posi;3;Yes;0;Yes;Yes;5;5;Nope;The participant had a question during the survey. She opened her microphone and said that she had gotten the same task for the third time. The experimenter told her that this may very well be, and that it is part of the survey, so she could just fill it in. The participant had heard of facial feedback hypothesis, but did not know we were also testing for demand characteristics. She also mentioned that she thought that 5 seconds may be a bit short for testing facial feedback hypothesis.;3;neut;0;0.666666666666667;0;0;0;0;1;1;0
153;null;1;Yes;1;Yes;Yes;5;6;Got distracted by the fact that I didn't know it was possible to get the same task multiple times. Therefore asked the experimenter if this was correct on the first reoccurance.;;1;happ;2.33333333333333;0.666666666666667;3;2;2;0;2;0;0
153;null;1;Yes;1;Yes;Yes;5;6;Got distracted by the fact that I didn't know it was possible to get the same task multiple times. Therefore asked the experimenter if this was correct on the first reoccurance.;;2;happ;2;0.333333333333333;2;2;2;0;1;0;0
153;null;1;Yes;1;Yes;Yes;5;6;Got distracted by the fact that I didn't know it was possible to get the same task multiple times. Therefore asked the experimenter if this was correct on the first reoccurance.;;3;happ;1;1.66666666666667;1;1;1;1;2;2;0
153;null;1;Yes;1;Yes;Yes;5;6;Got distracted by the fact that I didn't know it was possible to get the same task multiple times. Therefore asked the experimenter if this was correct on the first reoccurance.;;1;neut;0.666666666666667;0;1;1;0;0;0;0;0
153;null;1;Yes;1;Yes;Yes;5;6;Got distracted by the fact that I didn't know it was possible to get the same task multiple times. Therefore asked the experimenter if this was correct on the first reoccurance.;;2;neut;0.666666666666667;0;1;1;0;0;0;0;0
153;null;1;Yes;1;Yes;Yes;5;6;Got distracted by the fact that I didn't know it was possible to get the same task multiple times. Therefore asked the experimenter if this was correct on the first reoccurance.;;3;neut;0;0;0;0;0;0;0;0;0
154;null;4;Yes;0;Yes;Yes;6;6;There were no distractions  (no music/TV/food/other people). ;;1;happ;1;0;1;0;2;0;0;0;0
154;null;4;Yes;0;Yes;Yes;6;6;There were no distractions  (no music/TV/food/other people). ;;2;happ;0.666666666666667;0;1;0;1;0;0;0;0
154;null;4;Yes;0;Yes;Yes;6;6;There were no distractions  (no music/TV/food/other people). ;;3;happ;0.666666666666667;0;1;0;1;0;0;0;0
154;null;4;Yes;0;Yes;Yes;6;6;There were no distractions  (no music/TV/food/other people). ;;1;neut;0;0;0;0;0;0;0;0;0
154;null;4;Yes;0;Yes;Yes;6;6;There were no distractions  (no music/TV/food/other people). ;;2;neut;0;0;0;0;0;0;0;0;0
154;null;4;Yes;0;Yes;Yes;6;6;There were no distractions  (no music/TV/food/other people). ;;3;neut;0;0;0;0;0;0;0;0;0
161;null;0;Yes;0;Yes;Yes;6;6;There was no background noise or movement. I did not feel distracted once.;The participant thought that the experiment was about concentration when performing dull tasks. ;1;happ;2.33333333333333;1.66666666666667;5;0;2;0;3;2;0
161;null;0;Yes;0;Yes;Yes;6;6;There was no background noise or movement. I did not feel distracted once.;The participant thought that the experiment was about concentration when performing dull tasks. ;2;happ;2;0.666666666666667;3;1;2;0;1;1;0
161;null;0;Yes;0;Yes;Yes;6;6;There was no background noise or movement. I did not feel distracted once.;The participant thought that the experiment was about concentration when performing dull tasks. ;3;happ;2;1;3;1;2;0;1;2;0
161;null;0;Yes;0;Yes;Yes;6;6;There was no background noise or movement. I did not feel distracted once.;The participant thought that the experiment was about concentration when performing dull tasks. ;1;neut;0;1.66666666666667;0;0;0;0;3;2;0
161;null;0;Yes;0;Yes;Yes;6;6;There was no background noise or movement. I did not feel distracted once.;The participant thought that the experiment was about concentration when performing dull tasks. ;2;neut;0;1;0;0;0;0;1;2;0
161;null;0;Yes;0;Yes;Yes;6;6;There was no background noise or movement. I did not feel distracted once.;The participant thought that the experiment was about concentration when performing dull tasks. ;3;neut;0;1.33333333333333;0;0;0;0;2;2;0
162;posi;3;Yes;0;I am not sure;I am not sure;6;6;There were no distractions, except for getting some Microsoft teams notifications that came in on my phone. My phone is silent though, so it just caught my visual attention for a second.;The subject did not know we were testing for something else than the facial feedback hypothesis. However, she was skeptical about the facial feedback effects, as she already learned from a course that there were doubts about this hypothesis.;1;happ;0;0;0;0;0;0;0;0;1
162;posi;3;Yes;0;I am not sure;I am not sure;6;6;There were no distractions, except for getting some Microsoft teams notifications that came in on my phone. My phone is silent though, so it just caught my visual attention for a second.;The subject did not know we were testing for something else than the facial feedback hypothesis. However, she was skeptical about the facial feedback effects, as she already learned from a course that there were doubts about this hypothesis.;2;happ;0.666666666666667;0;1;0;1;0;0;0;1
162;posi;3;Yes;0;I am not sure;I am not sure;6;6;There were no distractions, except for getting some Microsoft teams notifications that came in on my phone. My phone is silent though, so it just caught my visual attention for a second.;The subject did not know we were testing for something else than the facial feedback hypothesis. However, she was skeptical about the facial feedback effects, as she already learned from a course that there were doubts about this hypothesis.;3;happ;0.333333333333333;0;1;0;0;0;0;0;1
162;posi;3;Yes;0;I am not sure;I am not sure;6;6;There were no distractions, except for getting some Microsoft teams notifications that came in on my phone. My phone is silent though, so it just caught my visual attention for a second.;The subject did not know we were testing for something else than the facial feedback hypothesis. However, she was skeptical about the facial feedback effects, as she already learned from a course that there were doubts about this hypothesis.;1;neut;0;0;0;0;0;0;0;0;1
162;posi;3;Yes;0;I am not sure;I am not sure;6;6;There were no distractions, except for getting some Microsoft teams notifications that came in on my phone. My phone is silent though, so it just caught my visual attention for a second.;The subject did not know we were testing for something else than the facial feedback hypothesis. However, she was skeptical about the facial feedback effects, as she already learned from a course that there were doubts about this hypothesis.;2;neut;0;0;0;0;0;0;0;0;0
162;posi;3;Yes;0;I am not sure;I am not sure;6;6;There were no distractions, except for getting some Microsoft teams notifications that came in on my phone. My phone is silent though, so it just caught my visual attention for a second.;The subject did not know we were testing for something else than the facial feedback hypothesis. However, she was skeptical about the facial feedback effects, as she already learned from a course that there were doubts about this hypothesis.;3;neut;0;0;0;0;0;0;0;0;1
163;null;4;Yes;1;Yes;Yes;6;6;Nothing, alone in my room with closed curtains so no distractions at all;;1;happ;3.66666666666667;0;4;3;4;0;0;0;0
163;null;4;Yes;1;Yes;Yes;6;6;Nothing, alone in my room with closed curtains so no distractions at all;;2;happ;2.33333333333333;0.666666666666667;3;2;2;0;1;1;0
163;null;4;Yes;1;Yes;Yes;6;6;Nothing, alone in my room with closed curtains so no distractions at all;;3;happ;2.33333333333333;0;3;2;2;0;0;0;0
163;null;4;Yes;1;Yes;Yes;6;6;Nothing, alone in my room with closed curtains so no distractions at all;;1;neut;0.666666666666667;0;0;0;2;0;0;0;0
163;null;4;Yes;1;Yes;Yes;6;6;Nothing, alone in my room with closed curtains so no distractions at all;;2;neut;0.333333333333333;0;0;0;1;0;0;0;0
163;null;4;Yes;1;Yes;Yes;6;6;Nothing, alone in my room with closed curtains so no distractions at all;;3;neut;0.333333333333333;0;0;0;1;0;0;0;0
164;posi;3;Yes;0;Yes;Yes;5;5;No distractions that I am aware of, no people/noises in my vicinity;The participant thought it was good that the neutral and happy faces were shown a couple of times so that she could answer it honestly, so she thought that if it would have occurred only once, the answers were less reliable. She didn't believe in the facial feedback effect, so that might have influenced the results. However, she was not at all aware that we tested for demand characteristics.;1;happ;3;0;4;2;3;0;0;0;1
164;posi;3;Yes;0;Yes;Yes;5;5;No distractions that I am aware of, no people/noises in my vicinity;The participant thought it was good that the neutral and happy faces were shown a couple of times so that she could answer it honestly, so she thought that if it would have occurred only once, the answers were less reliable. She didn't believe in the facial feedback effect, so that might have influenced the results. However, she was not at all aware that we tested for demand characteristics.;2;happ;4;0;4;4;4;0;0;0;0
164;posi;3;Yes;0;Yes;Yes;5;5;No distractions that I am aware of, no people/noises in my vicinity;The participant thought it was good that the neutral and happy faces were shown a couple of times so that she could answer it honestly, so she thought that if it would have occurred only once, the answers were less reliable. She didn't believe in the facial feedback effect, so that might have influenced the results. However, she was not at all aware that we tested for demand characteristics.;3;happ;2;0.666666666666667;2;2;2;0;1;1;2
164;posi;3;Yes;0;Yes;Yes;5;5;No distractions that I am aware of, no people/noises in my vicinity;The participant thought it was good that the neutral and happy faces were shown a couple of times so that she could answer it honestly, so she thought that if it would have occurred only once, the answers were less reliable. She didn't believe in the facial feedback effect, so that might have influenced the results. However, she was not at all aware that we tested for demand characteristics.;1;neut;2.66666666666667;0;3;2;3;0;0;0;0
164;posi;3;Yes;0;Yes;Yes;5;5;No distractions that I am aware of, no people/noises in my vicinity;The participant thought it was good that the neutral and happy faces were shown a couple of times so that she could answer it honestly, so she thought that if it would have occurred only once, the answers were less reliable. She didn't believe in the facial feedback effect, so that might have influenced the results. However, she was not at all aware that we tested for demand characteristics.;2;neut;2;0;2;2;2;0;0;0;3
164;posi;3;Yes;0;Yes;Yes;5;5;No distractions that I am aware of, no people/noises in my vicinity;The participant thought it was good that the neutral and happy faces were shown a couple of times so that she could answer it honestly, so she thought that if it would have occurred only once, the answers were less reliable. She didn't believe in the facial feedback effect, so that might have influenced the results. However, she was not at all aware that we tested for demand characteristics.;3;neut;2.33333333333333;0;2;3;2;0;0;0;0
165;posi;4;Yes;0;Yes;No;6;6;Only 3 times a notification popped up on my computer;;1;happ;0.333333333333333;0;1;0;0;0;0;0;0
165;posi;4;Yes;0;Yes;No;6;6;Only 3 times a notification popped up on my computer;;2;happ;0.333333333333333;0.333333333333333;0;0;1;0;0;1;0
165;posi;4;Yes;0;Yes;No;6;6;Only 3 times a notification popped up on my computer;;3;happ;0;1;0;0;0;1;1;1;0
165;posi;4;Yes;0;Yes;No;6;6;Only 3 times a notification popped up on my computer;;1;neut;0;0;0;0;0;0;0;0;0
165;posi;4;Yes;0;Yes;No;6;6;Only 3 times a notification popped up on my computer;;2;neut;0;0;0;0;0;0;0;0;0
165;posi;4;Yes;0;Yes;No;6;6;Only 3 times a notification popped up on my computer;;3;neut;0;0.333333333333333;0;0;0;0;0;1;0
168;posi;4;Yes;0;Yes;I am not sure;5;5;Someone entered my house at the end;;1;happ;2;0;2;1;3;0;0;0;1
168;posi;4;Yes;0;Yes;I am not sure;5;5;Someone entered my house at the end;;2;happ;1.66666666666667;0.666666666666667;2;0;3;0;1;1;1
168;posi;4;Yes;0;Yes;I am not sure;5;5;Someone entered my house at the end;;3;happ;1.33333333333333;0.666666666666667;2;0;2;0;1;1;1
168;posi;4;Yes;0;Yes;I am not sure;5;5;Someone entered my house at the end;;1;neut;1.33333333333333;0;2;0;2;0;0;0;0
168;posi;4;Yes;0;Yes;I am not sure;5;5;Someone entered my house at the end;;2;neut;1.33333333333333;0.666666666666667;2;0;2;0;1;1;0
168;posi;4;Yes;0;Yes;I am not sure;5;5;Someone entered my house at the end;;3;neut;1;0.666666666666667;2;0;1;0;1;1;0
170;null;4;Yes;0;Yes;Yes;5;5;No physical distractions, although I was a bit distracted by the thought that trying to force your lip corners to your ears, elevating your cheeks did not really feel like smiling. It felt way more forced than when I would be asked to smile.;"The participant was especially curious whether there would be a difference if it would have been asked from them to actually smile instead of posing the facial posture how it was asked now. And he felt a bit stupid when ""fake smiling"" so that might have been distracting thoughts during the experiment.";1;happ;1;1.33333333333333;2;0;1;0;2;2;2
170;null;4;Yes;0;Yes;Yes;5;5;No physical distractions, although I was a bit distracted by the thought that trying to force your lip corners to your ears, elevating your cheeks did not really feel like smiling. It felt way more forced than when I would be asked to smile.;"The participant was especially curious whether there would be a difference if it would have been asked from them to actually smile instead of posing the facial posture how it was asked now. And he felt a bit stupid when ""fake smiling"" so that might have been distracting thoughts during the experiment.";2;happ;1;0.666666666666667;3;0;0;0;1;1;2
170;null;4;Yes;0;Yes;Yes;5;5;No physical distractions, although I was a bit distracted by the thought that trying to force your lip corners to your ears, elevating your cheeks did not really feel like smiling. It felt way more forced than when I would be asked to smile.;"The participant was especially curious whether there would be a difference if it would have been asked from them to actually smile instead of posing the facial posture how it was asked now. And he felt a bit stupid when ""fake smiling"" so that might have been distracting thoughts during the experiment.";3;happ;1;0.666666666666667;2;0;1;0;1;1;2
170;null;4;Yes;0;Yes;Yes;5;5;No physical distractions, although I was a bit distracted by the thought that trying to force your lip corners to your ears, elevating your cheeks did not really feel like smiling. It felt way more forced than when I would be asked to smile.;"The participant was especially curious whether there would be a difference if it would have been asked from them to actually smile instead of posing the facial posture how it was asked now. And he felt a bit stupid when ""fake smiling"" so that might have been distracting thoughts during the experiment.";1;neut;1.66666666666667;0.333333333333333;2;3;0;1;0;0;0
170;null;4;Yes;0;Yes;Yes;5;5;No physical distractions, although I was a bit distracted by the thought that trying to force your lip corners to your ears, elevating your cheeks did not really feel like smiling. It felt way more forced than when I would be asked to smile.;"The participant was especially curious whether there would be a difference if it would have been asked from them to actually smile instead of posing the facial posture how it was asked now. And he felt a bit stupid when ""fake smiling"" so that might have been distracting thoughts during the experiment.";2;neut;1.33333333333333;0;2;1;1;0;0;0;0
170;null;4;Yes;0;Yes;Yes;5;5;No physical distractions, although I was a bit distracted by the thought that trying to force your lip corners to your ears, elevating your cheeks did not really feel like smiling. It felt way more forced than when I would be asked to smile.;"The participant was especially curious whether there would be a difference if it would have been asked from them to actually smile instead of posing the facial posture how it was asked now. And he felt a bit stupid when ""fake smiling"" so that might have been distracting thoughts during the experiment.";3;neut;0.666666666666667;0;1;1;0;0;0;0;0
171;posi;3;Yes;0;Yes;Yes;5;5;some noise through my microphone but mainly nothing or just thoughts. ;The participant believed that we tested whether the effect of the facial feedback hypothesis was dependent on whether the participant himself/herself believed in the facial feedback hypothesis.;1;happ;2.33333333333333;0.666666666666667;2;2;3;1;1;0;2
171;posi;3;Yes;0;Yes;Yes;5;5;some noise through my microphone but mainly nothing or just thoughts. ;The participant believed that we tested whether the effect of the facial feedback hypothesis was dependent on whether the participant himself/herself believed in the facial feedback hypothesis.;2;happ;2.66666666666667;1;2;3;3;1;1;1;1
171;posi;3;Yes;0;Yes;Yes;5;5;some noise through my microphone but mainly nothing or just thoughts. ;The participant believed that we tested whether the effect of the facial feedback hypothesis was dependent on whether the participant himself/herself believed in the facial feedback hypothesis.;3;happ;2.33333333333333;0.666666666666667;2;2;3;1;0;1;1
171;posi;3;Yes;0;Yes;Yes;5;5;some noise through my microphone but mainly nothing or just thoughts. ;The participant believed that we tested whether the effect of the facial feedback hypothesis was dependent on whether the participant himself/herself believed in the facial feedback hypothesis.;1;neut;2;1;2;2;2;0;2;1;1
171;posi;3;Yes;0;Yes;Yes;5;5;some noise through my microphone but mainly nothing or just thoughts. ;The participant believed that we tested whether the effect of the facial feedback hypothesis was dependent on whether the participant himself/herself believed in the facial feedback hypothesis.;2;neut;1.33333333333333;1;1;2;1;1;1;1;0
171;posi;3;Yes;0;Yes;Yes;5;5;some noise through my microphone but mainly nothing or just thoughts. ;The participant believed that we tested whether the effect of the facial feedback hypothesis was dependent on whether the participant himself/herself believed in the facial feedback hypothesis.;3;neut;1.33333333333333;0.333333333333333;2;2;0;0;1;0;0
