"name","value_1","value_2","value_3","rt_1","rt_2","rt_3","p","n","z","f"
"#12_z_ang","Imagine that you are a university student completing an in-person study for course credit.","You are informed that the researcher expects posing angry expressions to have no effect on your feelings of anger.","You pose happy, neutral, and angry expressions and then self-report how angry you feel.",2250,2850,2250,"Posing happy expressions will increase feelings of happiness, and posing angry expressions will increase feelings of anger.","Posing happy expressions will decrease feelings of happiness, and posing angry expressions will decrease feelings of anger.","Posing happy expressions will not increase feelings of happiness, and posing angry expressions will not increase feelings of anger.","Posing happy expressions will make you tired, and posing angry expressions will make you alert."
"#14_p_res","Imagine that you are working a free-lance job where you are paid to complete an online study.","The researcher tells you to imagine yourself as an HR officer tasked with sorting through resumes to determine which applicants should receive an interview for an entry-level sales position. They inform you that they anticipate you will be more likely to choose candidates with stereotypical White American names to receive an interview.","You are then presented with a resume, which contains either a stereotypically White American or African American name. You are then asked to indicate how willing you are to call the candidate for an interview.",2700,7950,5250,"You will be more likely to choose candidates with stereotypical White American names to receive an interview.","You will be more likely to choose candidates with stereotypical African American names to receive an interview.","You will be equally likely to choose candidates with stereotypical White American vs. stereotypical African American names to receive an interview.","You will exhibit no ideological bias."
"#14_n_res","Imagine that you are working a free-lance job where you are paid to complete an online study.","The researcher tells you to imagine yourself as an HR officer tasked with sorting through resumes to determine which applicants should receive an interview for an entry-level sales position. They inform you that they anticipate you will be more likely to choose candidates with stereotypical African American names to receive an interview.","You are then presented with a resume, which contains either a stereotypically White American or African American name. You are then asked to indicate how willing you are to call the candidate for an interview.",2700,7950,5250,"You will be more likely to choose candidates with stereotypical White American names to receive an interview.","You will be more likely to choose candidates with stereotypical African American names to receive an interview.","You will be equally likely to choose candidates with stereotypical White American vs. stereotypical African American names to receive an interview.","You will exhibit no ideological bias."
"#15_p_nin","Imagine that you are working a free-lance job where you are paid to complete an online study.","The researcher informs you that they believe you will more strongly support military action against a country when it is described as non-democratic (vs. democratic).","You are then presented with a hypothetical situation describing a country that is a threat to the U.S., including information about whether they are democratic or non-democratic.The researchers then ask you the extent to which you support military action against this country.",2700,3900,6750,"You will more strongly support military action against a country when it is described as non-democratic.","You will more strongly support military action against a country when it is described as democratic.","Whether or not a country is described as democratic will not impact the extent to which you strongly support military action against it.","You will more closely follow news items from democratic countries."
"#15_p_yin","Imagine that you are working a free-lance job where you are paid to complete an online study.","The researcher informs you that they believe you will more strongly support military action against a country when it is described as non-democratic (vs. democratic). They also inform you that you will receive a $0.25 bonus payment if your response is consistent with their hypothesis.","You are then presented with a hypothetical situation describing a country that is a threat to the U.S., including information about whether they are democratic or non-democratic. The researchers then ask you the extent to which you support military action against this country.",2700,7050,6750,"You will more strongly support military action against a country when it is described as non-democratic.","You will more strongly support military action against a country when it is described as democratic.","Whether or not a country is described as democratic will not impact the extent to which you strongly support military action against it.","You will more closely follow news items from democratic countries."
"#16_p_new","Imagine that you are working a free-lance job where you are paid to complete an online study.","The researcher tells you you will be indicating which type of news items you most prefer to read. They inform you that they anticipate you will be more likely to choose an article that favors your preferred political party because people tend to seek out information that is consistent with their personal views. They also inform you that you will receive a $0.25 bonus payment if your response is consistent with their hypothesis.","You are presented with a series of article headlines, each which is tagged as coming from either a pro-Republican, pro-Democrat, or non-partisan news source. For each series of headlines, you are asked to indicate which article you prefer.",2700,11100,6150,"You will be more likely to choose an article that favors your preferred political party.","You will be more likely to choose an article that disfavors your preferred political party.","You will be equally likely to choose an article that favors vs. disfavors your preferred political party.","You will be more likely to choose an article written by an author of your gender."
"#17_p_nin","Imagine that you are working a free-lance job where you are paid to complete an online study.","The researcher informs you that they believe you will be more tolerant of controversial groups in society when you are reminded about freedom of speech.","You are then presented with a hypothetical op-ed article about a controversial group trying to hold a rally. The researchers then ask you to report how much you tolerate the controversial group.",2700,3750,4950,"You will be more tolerant of controversial groups in society when you are reminded about freedom of speech.","You will be less tolerant of controversial groups in society when you are reminded about freedom of speech.","Being reminded about freedom of speech will not impcat your tolerace for controversial groups in society.","You will give longer responses to open-ended survey questions when you are reminded about freedom of speech."
"#17_i_yin","Imagine that you are working a free-lance job where you are paid to complete an online study.","The researcher informs you that they believe you will be more tolerant of controversial groups in society when you are reminded about freedom of speech. They also inform you that you will receive a $0.25 bonus payment if your response is consistent with their hypothesis.","You are then presented with a hypothetical op-ed article about a controversial group trying to hold a rally. The researchers then ask you to report how much you tolerate the controversial group.",2700,6900,4950,"You will be more tolerant of controversial groups in society when you are reminded about freedom of speech.","You will be less tolerant of controversial groups in society when you are reminded about freedom of speech.","Being reminded about freedom of speech will not impcat your tolerace for controversial groups in society.","You will give longer responses to open-ended survey questions when you are reminded about freedom of speech."
"#20_p_vis","Imagine that you are completing an in-person study as a volunteer.","You enter the room, and the researcher tells you that anomalous experiences (unusual bodily sensations, seeing apparitions, hearing unusual sounds/voices, consciousness separates from body) have been previously found with the procedure you are about to complete.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you experienced any visual apparitions.",1800,5550,4800,"Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
"#20_p_voc","Imagine that you are completing an in-person study as a volunteer.","You enter the room, and the researcher tells you that anomalous experiences (unusual bodily sensations, seeing apparitions, hearing unusual sounds/voices, consciousness separates from body) have been previously found with the procedure you are about to complete.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you experienced any vocal anomalies (heard voices).",1800,5550,5100,"Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
"#20_p_non","Imagine that you are completing an in-person study as a volunteer.","You enter the room, and the researcher tells you that anomalous experiences (unusual bodily sensations, seeing apparitions, hearing unusual sounds/voices, consciousness separates from body) have been previously found with the procedure you are about to complete.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you experienced any non-vocal anomalies (heard sounds other than voices).",1800,5550,5700,"Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
"#20_p_bod","Imagine that you are completing an in-person study as a volunteer.","You enter the room, and the researcher tells you that anomalous experiences (unusual bodily sensations, seeing apparitions, hearing unusual sounds/voices, consciousness separates from body) have been previously found with the procedure you are about to complete.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you had any out-of-body experiences.",1800,5550,5100,"Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
"#20_p_pre","Imagine that you are completing an in-person study as a volunteer.","You enter the room, and the researcher tells you that anomalous experiences (unusual bodily sensations, seeing apparitions, hearing unusual sounds/voices, consciousness separates from body) have been previously found with the procedure you are about to complete.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you sensed that somebody was nearby.",1800,5550,4950,"Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
"#20_z_vis","Imagine that you are completing an in-person study as a volunteer.","You enter the room, and the researcher tells you that unusual experiences such as bodily sensations and changes in hearing/vision have been previously found with the procedure you are about to complete. However, they add that there are no consistencies in the type of experiences reported, so it’s okay to not experience anything.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you experienced any visual apparitions.",1800,8250,4800,"Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
"#20_z_voc","Imagine that you are completing an in-person study as a volunteer.","You enter the room, and the researcher tells you that unusual experiences such as bodily sensations and changes in hearing/vision have been previously found with the procedure you are about to complete. However, they add that there are no consistencies in the type of experiences reported, so it’s okay to not experience anything.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you experienced any vocal anomalies (heard voices).",1800,8250,5100,"Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
"#20_z_non","Imagine that you are completing an in-person study as a volunteer.","You enter the room, and the researcher tells you that unusual experiences such as bodily sensations and changes in hearing/vision have been previously found with the procedure you are about to complete. However, they add that there are no consistencies in the type of experiences reported, so it’s okay to not experience anything.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you experienced any non-vocal anomalies (heard sounds other than voices).",1800,8250,5700,"Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
"#20_z_bod","Imagine that you are completing an in-person study as a volunteer.","You enter the room, and the researcher tells you that unusual experiences such as bodily sensations and changes in hearing/vision have been previously found with the procedure you are about to complete. However, they add that there are no consistencies in the type of experiences reported, so it’s okay to not experience anything.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you had any out-of-body experiences.",1800,8250,5100,"Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
"#20_z_pre","Imagine that you are completing an in-person study as a volunteer.","You enter the room, and the researcher tells you that unusual experiences such as bodily sensations and changes in hearing/vision have been previously found with the procedure you are about to complete. However, they add that there are no consistencies in the type of experiences reported, so it’s okay to not experience anything.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you sensed that somebody was nearby.",1800,8250,4950,"Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
"#21_n_rat","Imagine that you are a university student completing an in-person study as a volunteer.","You read a passage about a person completing a task alone and expressing thoughts like “I need not be successful in everything I do”. The researcher informs you that these statements will make you feel more anxious. ","You complete a couple puzzles while repeating the statements from the passage. Afterwards, you report your anxiety-related symptoms.",2250,5550,2850,"Reading and believing the set of statements provided by the researcher should have an effect on your happiness.","Reading and believing the set of statements provided by the researcher should have an effect on your anxiety.","Reading and believing the set of statements provided by the researcher should have no impact on your anxiety.","Reading and believing the set of statements provided by the researcher should have an effect on your hunger."
"#21_n_irr","Imagine that you are a university student completing an in-person study as a volunteer.","You read a passage about a person completing a task alone and expressing thoughts like “I need to be successful in everything I do”. The researcher informs you that these statements will make you feel less anxious. ","You complete a couple puzzles while repeating the statements from the passage. Afterwards, you report your anxiety-related symptoms.",2250,5550,2850,"Reading and believing the set of statements provided by the researcher should have an effect on your happiness.","Reading and believing the set of statements provided by the researcher should have an effect on your anxiety.","Reading and believing the set of statements provided by the researcher should have no impact on your anxiety.","Reading and believing the set of statements provided by the researcher should have an effect on your hunger."
"#22_p_sim","Imagine that you are a university student completing an in-person study for extra course credit.","You are told that you will be placed in a sensory deprivation chamber. The researcher then informs you that it is not unusual to experience fantasies, visual imagery, difficulty concentrating, special/unusual feelings, and feelings of disorientation while in the sensory deprivation chamber.","You are put into a sensory deprivation chamber for four hours. Afterwards, you are shown a series of simple shapes (e.g., a circle) from far away and asked to report how many irregularities you detect.",2400,6450,5400,"It is not unusual to experience visual imagery, fantasies, difficulties in concentration, and hallucinations while in the sensory deprivation chamber.","While in sensory deprivation chambers, people are less likely to experience disruptions in visual imagery and concentration."," It is extremley uncommon to experience visual imagery, fantasies, difficulties in concentration, and hallucinations while in the sensory deprivation chamber.","People who enter sensory deprivation chambers do not typically report any unusual experiences."
"#22_p_spi","Imagine that you are a university student completing an in-person study for extra course credit.","You are told that you will be placed in a sensory deprivation chamber. The researcher then informs you that it is not unusual to experience fantasies, visual imagery, difficulty concentrating, special/unusual feelings, and feelings of disorientation while in the sensory deprivation chamber.","You are put into a sensory deprivation chamber for four hours. Afterwards, you stare at a spinning spiral and then shift your vision to a stationary spiral. This creates the illusion that the stationary spiral is spinning, and you are asked to report how long this illusion persists.",2400,6450,7200,"It is not unusual to experience visual imagery, fantasies, difficulties in concentration, and hallucinations while in the sensory deprivation chamber.","While in sensory deprivation chambers, people are less likely to experience disruptions in visual imagery and concentration."," It is extremley uncommon to experience visual imagery, fantasies, difficulties in concentration, and hallucinations while in the sensory deprivation chamber.","People who enter sensory deprivation chambers do not typically report any unusual experiences."
"#22_p_sen","Imagine that you are a university student completing an in-person study for extra course credit.","You are told that you will be placed in a sensory deprivation chamber. The researcher then informs you that it is not unusual to experience fantasies, visual imagery, difficulty concentrating, special/unusual feelings, and feelings of disorientation while in the sensory deprivation chamber.","You are put into a sensory deprivation chamber for four hours. Afterwards, you are asked to report whether you experienced each of the following: perceptual aberrations, intellectual dullness, unpleasantness, boredom, anxiety fears, spatial disorientation, restlessness, and irritability.",2400,6450,5550,"It is not unusual to experience visual imagery, fantasies, difficulties in concentration, and hallucinations while in the sensory deprivation chamber.","While in sensory deprivation chambers, people are less likely to experience disruptions in visual imagery and concentration."," It is extremley uncommon to experience visual imagery, fantasies, difficulties in concentration, and hallucinations while in the sensory deprivation chamber.","People who enter sensory deprivation chambers do not typically report any unusual experiences."
"#23_p_rea","Imagine that you are a university student completing an in-person study as a volunteer or for course credit.","You enter the room and the researcher provides you with some information about the room’s lamp. Specifically, you receive a document from the lamp manufacturer that indicates their lamps improve performance and mood.","You sit in the room, with the lamp on, and subsequently complete a reading comprehension test.",2850,5100,2400,"The lamps used in the study improve performance and mood.","The lamps used in the study decrease performance and mood.","Claims about the effects of the lamps used in the study on performance and mood have been highly exaggerated.","The lamps used in the study may omit an unusual sound."
"#23_p_ari","Imagine that you are a university student completing an in-person study as a volunteer or for course credit.","You enter the room and the researcher provides you with some information about the room’s lamp. Specifically, you receive a document from the lamp manufacturer that indicates their lamps improve performance and mood.","You sit in the room, with the lamp on, and subsequently complete an arithmetic test.",2850,5100,2250,"The lamps used in the study improve performance and mood.","The lamps used in the study decrease performance and mood.","Claims about the effects of the lamps used in the study on performance and mood have been highly exaggerated.","The lamps used in the study may omit an unusual sound."
"#23_p_und","Imagine that you are a university student completing an in-person study as a volunteer or for course credit.","You enter the room and the researcher provides you with some information about the room’s lamp. Specifically, you receive a document from the lamp manufacturer that indicates their lamps improve performance and mood.","You sit in the room, with the lamp on, and subsequently complete a test of how quickly you can underline nouns.",2850,5100,3150,"The lamps used in the study improve performance and mood.","The lamps used in the study decrease performance and mood.","Claims about the effects of the lamps used in the study on performance and mood have been highly exaggerated.","The lamps used in the study may omit an unusual sound."
"#23_p_pos","Imagine that you are a university student completing an in-person study as a volunteer or for course credit.","You enter the room and the researcher provides you with some information about the room’s lamp. Specifically, you receive a document from the lamp manufacturer that indicates their lamps improve performance and mood.","You sit in the room, with the lamp on, and subsequently self-report how positive you feel.",2850,5100,2550,"The lamps used in the study improve performance and mood.","The lamps used in the study decrease performance and mood.","Claims about the effects of the lamps used in the study on performance and mood have been highly exaggerated.","The lamps used in the study may omit an unusual sound."
"#23_z_rea","Imagine that you are a university student completing an in-person study as a volunteer or for course credit.","You enter the room and the researcher provides you with some information about the room’s lamp. Specifically, you receive a U.S. Food and Drug Administration document indicating that claims that these lamps improve performance and mood are highly exaggerated.","You sit in the room, with the lamp on, and subsequently complete a reading comprehension test.",2850,6150,2400,"The lamps used in the study improve performance and mood.","The lamps used in the study decrease performance and mood.","Claims about the effects of the lamps used in the study on performance and mood have been highly exaggerated.","The lamps used in the study may omit an unusual sound."
"#23_z_ari","Imagine that you are a university student completing an in-person study as a volunteer or for course credit.","You enter the room and the researcher provides you with some information about the room’s lamp. Specifically, you receive a U.S. Food and Drug Administration document indicating that claims that these lamps improve performance and mood are highly exaggerated.","You sit in the room, with the lamp on, and subsequently complete an arithmetic test.",2850,6150,2250,"The lamps used in the study improve performance and mood.","The lamps used in the study decrease performance and mood.","Claims about the effects of the lamps used in the study on performance and mood have been highly exaggerated.","The lamps used in the study may omit an unusual sound."
"#23_z_und","Imagine that you are a university student completing an in-person study as a volunteer or for course credit.","You enter the room and the researcher provides you with some information about the room’s lamp. Specifically, you receive a U.S. Food and Drug Administration document indicating that claims that these lamps improve performance and mood are highly exaggerated.","You sit in the room, with the lamp on, and subsequently complete a test of how quickly you can underline nouns.",2850,6150,3150,"The lamps used in the study improve performance and mood.","The lamps used in the study decrease performance and mood.","Claims about the effects of the lamps used in the study on performance and mood have been highly exaggerated.","The lamps used in the study may omit an unusual sound."
"#23_z_pos","Imagine that you are a university student completing an in-person study as a volunteer or for course credit.","You enter the room, and the researcher provides you with some information about the lamp, including an FDA paper indicating that claims that full spectrum fluorescent lamps improve performance and mood are highly exaggerated.","You sit in the room, with the lamp on, and subsequently self-report how positive you feel.",2850,5100,2550,"The lamps used in the study improve performance and mood.","The lamps used in the study decrease performance and mood.","Claims about the effects of the lamps used in the study on performance and mood have been highly exaggerated.","The lamps used in the study may omit an unusual sound."
"#25_p_hap","Imagine that you are a university student completing an in-person study as a volunteer.","The researcher tells you that you will listen to happy music and informs you that people generally feel happy and exhilarated when listening to the music.","You listen to the happy music for 8-10 minutes and then self-report how happy you feel.",2250,3900,2700,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.","Listening to happy or sad music generally makes people feel the opposite emotion.","Listening to happy or sad music has no impact on mood.","Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative."
"#25_n_hap","Imagine that you are a university student completing an in-person study as a volunteer.","The researcher tells you that you will listen to happy music and informs you that, due to a social comparison effect, people generally feel the opposite emotion when listening to this music.","You listen to the happy music for 8-10 minutes and then self-report how happy you feel.",2250,4800,2700,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.","Listening to happy or sad music generally makes people feel the opposite emotion.","Listening to happy or sad music has no impact on mood.","Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative."
"#25_p_exh","Imagine that you are a university student completing an in-person study as a volunteer.","The researcher tells you that you will listen to happy music and informs you that people generally feel happy and exhilarated when listening to the music.","You listen to the happy music for 8-10 minutes and then self-report how exhilarated you feel.",2250,3900,2700,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.","Listening to happy or sad music generally makes people feel the opposite emotion.","Listening to happy or sad music has no impact on mood.","Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative."
"#25_n_exh","Imagine that you are a university student completing an in-person study as a volunteer.","The researcher tells you that you will listen to happy music and informs you that, due to a social comparison effect, people generally feel the opposite emotion when listening to this music.","You listen to the happy music for 8-10 minutes and then self-report how exhilarated you feel.",2250,4800,2700,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.","Listening to happy or sad music generally makes people feel the opposite emotion.","Listening to happy or sad music has no impact on mood.","Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative."
"#25_p_sad","Imagine that you are a university student completing an in-person study as a volunteer.","The researcher tells you that you will listen to sad music and informs you that people generally feel sad and despondent when listening to the music.","You listen to the sad music for 8-10 minutes and then self-report how sad you feel.",2250,3900,2700,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.","Listening to happy or sad music generally makes people feel the opposite emotion.","Listening to happy or sad music has no impact on mood.","Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative."
"#25_n_sad","Imagine that you are a university student completing an in-person study as a volunteer.","The researcher tells you that you will listen to sad music and informs you that, due to a social comparison effect, people generally feel the opposite emotion when listening to this music.","You listen to the sad music for 8-10 minutes and then self-report how sad you feel.",2250,4800,2700,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.","Listening to happy or sad music generally makes people feel the opposite emotion.","Listening to happy or sad music has no impact on mood.","Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative."
"#25_p_des","Imagine that you are a university student completing an in-person study as a volunteer.","The researcher tells you that you will listen to sad music and informs you that people generally feel sad and despondent when listening to the music.","You listen to the sad music for 8-10 minutes and then self-report how despondent you feel.",2250,3900,2700,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.","Listening to happy or sad music generally makes people feel the opposite emotion.","Listening to happy or sad music has no impact on mood.","Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative."
"#25_n_des","Imagine that you are a university student completing an in-person study as a volunteer.","The researcher tells you that you will listen to sad music and informs you that, due to a social comparison effect, people generally feel the opposite emotion when listening to this music.","You listen to the sad music for 8-10 minutes and then self-report how despondent you feel.",2250,4800,2700,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.","Listening to happy or sad music generally makes people feel the opposite emotion.","Listening to happy or sad music has no impact on mood.","Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative."
"#25_p_dep","Imagine that you are a university student completing an in-person study as a volunteer.","The researcher tells you that you will listen to sad music and informs you that people generally feel sad and despondent when listening to the music.","You listen to the sad music for 8-10 minutes and then self-report how depressed you feel.",2250,3900,2700,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.","Listening to happy or sad music generally makes people feel the opposite emotion.","Listening to happy or sad music has no impact on mood.","Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative."
"#25_n_dep","Imagine that you are a university student completing an in-person study as a volunteer.","The researcher tells you that you will listen to sad music and informs you that, due to a social comparison effect, people generally feel the opposite emotion when listening to this music.","You listen to the sad music for 8-10 minutes and then self-report how depressed you feel.",2250,4800,2700,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.","Listening to happy or sad music generally makes people feel the opposite emotion.","Listening to happy or sad music has no impact on mood.","Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative."
"#26_p_gri","Imagine that you are a university student completing an in-person study to satisfy a course requirement.","The researcher informs you that they believe that looking at the color pink increases muscle strength–and that recent research has supported their belief.","After being shown the pink panel for 1 minute, your grip strength is measured by a hand dynamometer that you pull on as hard as possible as you continue looking at the panel.",2550,3600,4950,"Viewing the color pink will increase muscle strength.","Viewing the color pink will decrease muscle strength.","Viewing the color pink will have no impact on muscle strength.","Viewing the color pink will decrease happiness."
"#26_n_gri","Imagine that you are a university student completing an in-person study to satisfy a course requirement.","The researcher informs you that they believe that looking at the color pink decreases muscle strength–and that recent research has supported their belief.","After being shown the pink panel for 1 minute, your grip strength is measured by a hand dynamometer that you pull on as hard as possible as you continue looking at the panel.",2550,3600,4950,"Viewing the color pink will increase muscle strength.","Viewing the color pink will decrease muscle strength.","Viewing the color pink will have no impact on muscle strength.","Viewing the color pink will decrease happiness."
"#27_p_sal","Imagine that you are a university student completing an in-person study as a volunteer or for extra course credit.","The researcher tells you that you will be asked to take a pill. They then inform you that participants who took the pill in previous studies experienced increased salivation.","You are given the pill and then some food to eat. Shortly afterwards, your salivation is measured.",3000,4350,2550,"Taking the pill will increase salivation.","Taking the pill will decrease salivation.","Taking the pill will have no impact on salivation.","Taking the pill will decrease hearing."
"#27_n_sal","Imagine that you are a university student completing an in-person study as volunteers or for extra course credit.","The researcher tells you that you will be asked to take a pill. They then inform you that participants who took the pill in previous studies experienced decreased salivation.","You are given the pill and then some food to eat. Shortly afterwards, your salivation is measured.",2850,4350,2550,"Taking the pill will increase salivation.","Taking the pill will decrease salivation.","Taking the pill will have no impact on salivation.","Taking the pill will decrease hearing."
"#28_p_sim","Imagine that you are a university student completing an in-person study as a volunteer or for extra course credit.","The researcher informs you that they believe you will be more attracted to people that are more similar to you. They ask that you behave in a manner consistent with this hypothesis.","You are presented with a stranger who is quite similar to you and asked to rate your attraction to them.",3000,4800,3000,"You will be more attracted to people if they are more similar to you. ","You will be less attracted to people if they are more similar to you. ","You will be equally attracted to people who are similar and dissimilar to you.","You are less likely to get into a verbal alteraction with people who are more similar to you."
"#28_p_dis","Imagine that you are a university student completing an in-person study as a volunteer or for extra course credit.","The researcher informs you that they believe you will be more attracted to people that are dissimilar to you. They ask that you behave in a manner consistent with this hypothesis.","You are presented with a stranger who is quite dissimilar to you and asked to rate your attraction to them.",3000,4650,3000,"You will be more attracted to people if they are more similar to you. ","You will be less attracted to people if they are more similar to you. ","You will be equally attracted to people who are similar and dissimilar to you.","You are less likely to get into a verbal alteraction with people who are more similar to you."
"#29_n_dep","Imagine that you are a university student completing an in-person study as a volunteer or for extra course credit.","The researcher tells you that you will read a variety of positive statements. They then inform you that research has shown that reading these positive statements will lead you to feel more depressed as a result of a so-called social comparison effect.","You are then told to read 60 statements progressing from neutral to elation in tone. Afterwards, you are asked to self-report how depressed you feel.",3000,6450,3900,"Reading the statements provided by the experimenter will cause you to feel less depressed.","Reading the statements provided by the experimenter will cause you to feel more depressed.","Reading the statements provided by the experimenter will not impact your mood.","Reading the statements provided by the experimenter will improve your performance on a math test."
"#30_p_puz","Imagine that you are a university student completing an in-person study.","After solving puzzles for 10 minutes, the researcher informs you that, due to fatigue, they expect you to perform worse on a second set of puzzles.","You are then given the 10 minutes to solve as many puzzles as you can.",1800,3900,2250,"Puzzle performance will decrease across trials due to fatigue.","Puzzle performance will increase across trials due to experience.","Puzzle performance will be similar across trials.","The more trials you complete, the more agitated puzzles will make you."
