scenario_description_1/3,scenario_description_2/3,scenario_description_3/3,hypothesis_check_item1,hypothesis_check_item2,hypothesis_check_item3,hypothesis_check_item4
Imagine that you are working a free-lance job where you are paid to complete an online study.,The researcher informs you that they believe you will more strongly support military action against a country when it is described as non-democratic (vs. democratic).,"You are then presented with a hypothetical situation describing a country that is a threat to the U.S., including information about whether they are democratic or non-democratic.The researchers then ask you the extent to which you support military action against this country.",You will more strongly support military action against a country when it is described as non-democratic.,You will more strongly support military action against a country when it is described as democratic.,Whether or not a country is described as democratic will not impact the extent to which you strongly support military action against it.,You will more closely follow news items from democratic countries.
Imagine that you are working a free-lance job where you are paid to complete an online study.,The researcher informs you that they believe you will more strongly support military action against a country when it is described as non-democratic (vs. democratic). They also inform you that you will receive a $0.25 bonus payment if your response is consistent with their hypothesis.,"You are then presented with a hypothetical situation describing a country that is a threat to the U.S., including information about whether they are democratic or non-democratic. The researchers then ask you the extent to which you support military action against this country.",You will more strongly support military action against a country when it is described as non-democratic.,You will more strongly support military action against a country when it is described as democratic.,Whether or not a country is described as democratic will not impact the extent to which you strongly support military action against it.,You will more closely follow news items from democratic countries.
Imagine that you are working a free-lance job where you are paid to complete an online study.,The researcher tells you you will be indicating which type of news items you most prefer to read. They inform you that they anticipate you will be more likely to choose an article that favors your preferred political party because people tend to seek out information that is consistent with their personal views. They also inform you that you will receive a $0.25 bonus payment if your response is consistent with their hypothesis.,"You are presented with a series of article headlines, each which is tagged as coming from either a pro-Republican, pro-Democrat, or non-partisan news source. For each series of headlines, you are asked to indicate which article you prefer.",You will be more likely to choose an article that favors your preferred political party.,You will be more likely to choose an article that disfavors your preferred political party.,You will be equally likely to choose an article that favors vs. disfavors your preferred political party.,You will be more likely to choose an article written by an author of your gender.
Imagine that you are working a free-lance job where you are paid to complete an online study.,The researcher informs you that they believe you will be more tolerant of controversial groups in society when you are reminded about freedom of speech.,You are then presented with a hypothetical op-ed article about a controversial group trying to hold a rally. The researchers then ask you to report how much you tolerate the controversial group.,You will be more tolerant of controversial groups in society when you are reminded about freedom of speech.,You will be less tolerant of controversial groups in society when you are reminded about freedom of speech.,Being reminded about freedom of speech will not impcat your tolerace for controversial groups in society.,You will give longer responses to open-ended survey questions when you are reminded about freedom of speech.
Imagine that you are working a free-lance job where you are paid to complete an online study.,The researcher informs you that they believe you will be more tolerant of controversial groups in society when you are reminded about freedom of speech. They also inform you that you will receive a $0.25 bonus payment if your response is consistent with their hypothesis.,You are then presented with a hypothetical op-ed article about a controversial group trying to hold a rally. The researchers then ask you to report how much you tolerate the controversial group.,You will be more tolerant of controversial groups in society when you are reminded about freedom of speech.,You will be less tolerant of controversial groups in society when you are reminded about freedom of speech.,Being reminded about freedom of speech will not impcat your tolerace for controversial groups in society.,You will give longer responses to open-ended survey questions when you are reminded about freedom of speech.
Imagine that you are completing an in-person study as a volunteer.,"You enter the room, and the researcher tells you that anomalous experiences (unusual bodily sensations, seeing apparitions, hearing unusual sounds/voices, consciousness separates from body) have been previously found with the procedure you are about to complete.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you experienced any visual apparitions.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
Imagine that you are completing an in-person study as a volunteer.,"You enter the room, and the researcher tells you that anomalous experiences (unusual bodily sensations, seeing apparitions, hearing unusual sounds/voices, consciousness separates from body) have been previously found with the procedure you are about to complete.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you experienced any vocal anomalies (heard voices).","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
Imagine that you are completing an in-person study as a volunteer.,"You enter the room, and the researcher tells you that anomalous experiences (unusual bodily sensations, seeing apparitions, hearing unusual sounds/voices, consciousness separates from body) have been previously found with the procedure you are about to complete.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you experienced any non-vocal anomalies (heard sounds other than voices).","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
Imagine that you are completing an in-person study as a volunteer.,"You enter the room, and the researcher tells you that anomalous experiences (unusual bodily sensations, seeing apparitions, hearing unusual sounds/voices, consciousness separates from body) have been previously found with the procedure you are about to complete.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you had any out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
Imagine that you are completing an in-person study as a volunteer.,"You enter the room, and the researcher tells you that anomalous experiences (unusual bodily sensations, seeing apparitions, hearing unusual sounds/voices, consciousness separates from body) have been previously found with the procedure you are about to complete.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you sensed that somebody was nearby.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
Imagine that you are completing an in-person study as a volunteer.,"You enter the room, and the researcher tells you that unusual experiences such as bodily sensations and changes in hearing/vision have been previously found with the procedure you are about to complete. However, they add that there are no consistencies in the type of experiences reported, so it’s okay to not experience anything.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you experienced any visual apparitions.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
Imagine that you are completing an in-person study as a volunteer.,"You enter the room, and the researcher tells you that unusual experiences such as bodily sensations and changes in hearing/vision have been previously found with the procedure you are about to complete. However, they add that there are no consistencies in the type of experiences reported, so it’s okay to not experience anything.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you experienced any vocal anomalies (heard voices).","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
Imagine that you are completing an in-person study as a volunteer.,"You enter the room, and the researcher tells you that unusual experiences such as bodily sensations and changes in hearing/vision have been previously found with the procedure you are about to complete. However, they add that there are no consistencies in the type of experiences reported, so it’s okay to not experience anything.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you experienced any non-vocal anomalies (heard sounds other than voices).","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
Imagine that you are completing an in-person study as a volunteer.,"You enter the room, and the researcher tells you that unusual experiences such as bodily sensations and changes in hearing/vision have been previously found with the procedure you are about to complete. However, they add that there are no consistencies in the type of experiences reported, so it’s okay to not experience anything.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you had any out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
Imagine that you are completing an in-person study as a volunteer.,"You enter the room, and the researcher tells you that unusual experiences such as bodily sensations and changes in hearing/vision have been previously found with the procedure you are about to complete. However, they add that there are no consistencies in the type of experiences reported, so it’s okay to not experience anything.","For 45 minutes, you sit in a dimly lit chamber with a white noise track playing and stare at a mirror. You are then asked how often you sensed that somebody was nearby.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises are common in mirror-gazing facilities.","While in mirror-gazing facilities, people are less likely to experience altered states of perceptions, like apparitions and out-of-body experiences.","Anomalous experiences such as apparitions, consciousness separating from the body, and strange noises sometimes occur in mirror-gazing facilities, but there is no consistency to it.","Experiences such as hunger, thirst, and sadness are common in mirror-gazing facilities."
Imagine that you are a university student completing an in-person study as a volunteer.,You read a passage about a person completing a task alone and expressing thoughts like “I need not be successful in everything I do”. The researcher informs you that these statements will make you feel more anxious. ,"You complete a couple puzzles while repeating the statements from the passage. Afterwards, you report your anxiety-related symptoms.",Reading and believing the set of statements provided by the researcher should have an effect on your happiness.,Reading and believing the set of statements provided by the researcher should have an effect on your anxiety.,Reading and believing the set of statements provided by the researcher should have no impact on your anxiety.,Reading and believing the set of statements provided by the researcher should have an effect on your hunger.
Imagine that you are a university student completing an in-person study as a volunteer.,You read a passage about a person completing a task alone and expressing thoughts like “I need to be successful in everything I do”. The researcher informs you that these statements will make you feel less anxious. ,"You complete a couple puzzles while repeating the statements from the passage. Afterwards, you report your anxiety-related symptoms.",Reading and believing the set of statements provided by the researcher should have an effect on your happiness.,Reading and believing the set of statements provided by the researcher should have an effect on your anxiety.,Reading and believing the set of statements provided by the researcher should have no impact on your anxiety.,Reading and believing the set of statements provided by the researcher should have an effect on your hunger.
Imagine that you are a university student completing an in-person study for extra course credit.,"You are told that you will be placed in a sensory deprivation chamber. The researcher then informs you that it is not unusual to experience fantasies, visual imagery, difficulty concentrating, special/unusual feelings, and feelings of disorientation while in the sensory deprivation chamber.","You are put into a sensory deprivation chamber for four hours. Afterwards, you are shown a series of simple shapes (e.g., a circle) from far away and asked to report how many irregularities you detect.","It is not unusual to experience visual imagery, fantasies, difficulties in concentration, and hallucinations while in the sensory deprivation chamber.","While in sensory deprivation chambers, people are less likely to experience disruptions in visual imagery and concentration."," It is extremley uncommon to experience visual imagery, fantasies, difficulties in concentration, and hallucinations while in the sensory deprivation chamber.",People who enter sensory deprivation chambers do not typically report any unusual experiences.
Imagine that you are a university student completing an in-person study for extra course credit.,"You are told that you will be placed in a sensory deprivation chamber. The researcher then informs you that it is not unusual to experience fantasies, visual imagery, difficulty concentrating, special/unusual feelings, and feelings of disorientation while in the sensory deprivation chamber.","You are put into a sensory deprivation chamber for four hours. Afterwards, you stare at a spinning spiral and then shift your vision to a stationary spiral. This creates the illusion that the stationary spiral is spinning, and you are asked to report how long this illusion persists.","It is not unusual to experience visual imagery, fantasies, difficulties in concentration, and hallucinations while in the sensory deprivation chamber.","While in sensory deprivation chambers, people are less likely to experience disruptions in visual imagery and concentration."," It is extremley uncommon to experience visual imagery, fantasies, difficulties in concentration, and hallucinations while in the sensory deprivation chamber.",People who enter sensory deprivation chambers do not typically report any unusual experiences.
Imagine that you are a university student completing an in-person study for extra course credit.,"You are told that you will be placed in a sensory deprivation chamber. The researcher then informs you that it is not unusual to experience fantasies, visual imagery, difficulty concentrating, special/unusual feelings, and feelings of disorientation while in the sensory deprivation chamber.","You are put into a sensory deprivation chamber for four hours. Afterwards, you are asked to report whether you experienced each of the following: perceptual aberrations, intellectual dullness, unpleasantness, boredom, anxiety fears, spatial disorientation, restlessness, and irritability.","It is not unusual to experience visual imagery, fantasies, difficulties in concentration, and hallucinations while in the sensory deprivation chamber.","While in sensory deprivation chambers, people are less likely to experience disruptions in visual imagery and concentration."," It is extremley uncommon to experience visual imagery, fantasies, difficulties in concentration, and hallucinations while in the sensory deprivation chamber.",People who enter sensory deprivation chambers do not typically report any unusual experiences.
Imagine that you are a university student completing an in-person study as a volunteer or for course credit.,"You enter the room and the researcher provides you with some information about the room’s lamp. Specifically, you receive a document from the lamp manufacturer that indicates their lamps improve performance and mood.","You sit in the room, with the lamp on, and subsequently complete a reading comprehension test.",The lamps used in the study improve performance and mood.,The lamps used in the study decrease performance and mood.,Claims about the effects of the lamps used in the study on performance and mood have been highly exaggerated.,The lamps used in the study may omit an unusual sound.
Imagine that you are a university student completing an in-person study as a volunteer or for course credit.,"You enter the room and the researcher provides you with some information about the room’s lamp. Specifically, you receive a document from the lamp manufacturer that indicates their lamps improve performance and mood.","You sit in the room, with the lamp on, and subsequently complete an arithmetic test.",The lamps used in the study improve performance and mood.,The lamps used in the study decrease performance and mood.,Claims about the effects of the lamps used in the study on performance and mood have been highly exaggerated.,The lamps used in the study may omit an unusual sound.
Imagine that you are a university student completing an in-person study as a volunteer or for course credit.,"You enter the room and the researcher provides you with some information about the room’s lamp. Specifically, you receive a document from the lamp manufacturer that indicates their lamps improve performance and mood.","You sit in the room, with the lamp on, and subsequently complete a test of how quickly you can underline nouns.",The lamps used in the study improve performance and mood.,The lamps used in the study decrease performance and mood.,Claims about the effects of the lamps used in the study on performance and mood have been highly exaggerated.,The lamps used in the study may omit an unusual sound.
Imagine that you are a university student completing an in-person study as a volunteer or for course credit.,"You enter the room and the researcher provides you with some information about the room’s lamp. Specifically, you receive a document from the lamp manufacturer that indicates their lamps improve performance and mood.","You sit in the room, with the lamp on, and subsequently self-report how positive you feel.",The lamps used in the study improve performance and mood.,The lamps used in the study decrease performance and mood.,Claims about the effects of the lamps used in the study on performance and mood have been highly exaggerated.,The lamps used in the study may omit an unusual sound.
Imagine that you are a university student completing an in-person study as a volunteer or for course credit.,"You enter the room and the researcher provides you with some information about the room’s lamp. Specifically, you receive a U.S. Food and Drug Administration document indicating that claims that these lamps improve performance and mood are highly exaggerated.","You sit in the room, with the lamp on, and subsequently complete a reading comprehension test.",The lamps used in the study improve performance and mood.,The lamps used in the study decrease performance and mood.,Claims about the effects of the lamps used in the study on performance and mood have been highly exaggerated.,The lamps used in the study may omit an unusual sound.
Imagine that you are a university student completing an in-person study as a volunteer or for course credit.,"You enter the room and the researcher provides you with some information about the room’s lamp. Specifically, you receive a U.S. Food and Drug Administration document indicating that claims that these lamps improve performance and mood are highly exaggerated.","You sit in the room, with the lamp on, and subsequently complete an arithmetic test.",The lamps used in the study improve performance and mood.,The lamps used in the study decrease performance and mood.,Claims about the effects of the lamps used in the study on performance and mood have been highly exaggerated.,The lamps used in the study may omit an unusual sound.
Imagine that you are a university student completing an in-person study as a volunteer or for course credit.,"You enter the room and the researcher provides you with some information about the room’s lamp. Specifically, you receive a U.S. Food and Drug Administration document indicating that claims that these lamps improve performance and mood are highly exaggerated.","You sit in the room, with the lamp on, and subsequently complete a test of how quickly you can underline nouns.",The lamps used in the study improve performance and mood.,The lamps used in the study decrease performance and mood.,Claims about the effects of the lamps used in the study on performance and mood have been highly exaggerated.,The lamps used in the study may omit an unusual sound.
Imagine that you are a university student completing an in-person study as a volunteer or for course credit.,"You enter the room, and the researcher provides you with some information about the lamp, including an FDA paper indicating that claims that full spectrum fluorescent lamps improve performance and mood are highly exaggerated.","You sit in the room, with the lamp on, and subsequently self-report how positive you feel.",The lamps used in the study improve performance and mood.,The lamps used in the study decrease performance and mood.,Claims about the effects of the lamps used in the study on performance and mood have been highly exaggerated.,The lamps used in the study may omit an unusual sound.
Imagine that you are a university student completing an in-person study as a volunteer.,The researcher tells you that you will listen to happy music and informs you that people generally feel happy and exhilarated when listening to the music.,You listen to the happy music for 8-10 minutes and then self-report how happy you feel.,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.",Listening to happy or sad music generally makes people feel the opposite emotion.,Listening to happy or sad music has no impact on mood.,Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative.
Imagine that you are a university student completing an in-person study as a volunteer.,"The researcher tells you that you will listen to happy music and informs you that, due to a social comparison effect, people generally feel the opposite emotion when listening to this music.",You listen to the happy music for 8-10 minutes and then self-report how happy you feel.,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.",Listening to happy or sad music generally makes people feel the opposite emotion.,Listening to happy or sad music has no impact on mood.,Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative.
Imagine that you are a university student completing an in-person study as a volunteer.,The researcher tells you that you will listen to happy music and informs you that people generally feel happy and exhilarated when listening to the music.,You listen to the happy music for 8-10 minutes and then self-report how exhilarated you feel.,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.",Listening to happy or sad music generally makes people feel the opposite emotion.,Listening to happy or sad music has no impact on mood.,Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative.
Imagine that you are a university student completing an in-person study as a volunteer.,"The researcher tells you that you will listen to happy music and informs you that, due to a social comparison effect, people generally feel the opposite emotion when listening to this music.",You listen to the happy music for 8-10 minutes and then self-report how exhilarated you feel.,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.",Listening to happy or sad music generally makes people feel the opposite emotion.,Listening to happy or sad music has no impact on mood.,Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative.
Imagine that you are a university student completing an in-person study as a volunteer.,The researcher tells you that you will listen to sad music and informs you that people generally feel sad and despondent when listening to the music.,You listen to the sad music for 8-10 minutes and then self-report how sad you feel.,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.",Listening to happy or sad music generally makes people feel the opposite emotion.,Listening to happy or sad music has no impact on mood.,Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative.
Imagine that you are a university student completing an in-person study as a volunteer.,"The researcher tells you that you will listen to sad music and informs you that, due to a social comparison effect, people generally feel the opposite emotion when listening to this music.",You listen to the sad music for 8-10 minutes and then self-report how sad you feel.,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.",Listening to happy or sad music generally makes people feel the opposite emotion.,Listening to happy or sad music has no impact on mood.,Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative.
Imagine that you are a university student completing an in-person study as a volunteer.,The researcher tells you that you will listen to sad music and informs you that people generally feel sad and despondent when listening to the music.,You listen to the sad music for 8-10 minutes and then self-report how despondent you feel.,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.",Listening to happy or sad music generally makes people feel the opposite emotion.,Listening to happy or sad music has no impact on mood.,Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative.
Imagine that you are a university student completing an in-person study as a volunteer.,"The researcher tells you that you will listen to sad music and informs you that, due to a social comparison effect, people generally feel the opposite emotion when listening to this music.",You listen to the sad music for 8-10 minutes and then self-report how despondent you feel.,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.",Listening to happy or sad music generally makes people feel the opposite emotion.,Listening to happy or sad music has no impact on mood.,Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative.
Imagine that you are a university student completing an in-person study as a volunteer.,The researcher tells you that you will listen to sad music and informs you that people generally feel sad and despondent when listening to the music.,You listen to the sad music for 8-10 minutes and then self-report how depressed you feel.,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.",Listening to happy or sad music generally makes people feel the opposite emotion.,Listening to happy or sad music has no impact on mood.,Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative.
Imagine that you are a university student completing an in-person study as a volunteer.,"The researcher tells you that you will listen to sad music and informs you that, due to a social comparison effect, people generally feel the opposite emotion when listening to this music.",You listen to the sad music for 8-10 minutes and then self-report how depressed you feel.,"Listening to happy music generally makes people feel happy and exhilarated, and listening to sad music generally makes people feel sad and despondent.",Listening to happy or sad music generally makes people feel the opposite emotion.,Listening to happy or sad music has no impact on mood.,Listening to happy music generally makes people more creative and listening to sad music generally makes people less creative.
Imagine that you are a university student completing an in-person study to satisfy a course requirement.,The researcher informs you that they believe that looking at the color pink increases muscle strength–and that recent research has supported their belief.,"After being shown the pink panel for 1 minute, your grip strength is measured by a hand dynamometer that you pull on as hard as possible as you continue looking at the panel.",Viewing the color pink will increase muscle strength.,Viewing the color pink will decrease muscle strength.,Viewing the color pink will have no impact on muscle strength.,Viewing the color pink will decrease happiness.
Imagine that you are a university student completing an in-person study to satisfy a course requirement.,The researcher informs you that they believe that looking at the color pink decreases muscle strength–and that recent research has supported their belief.,"After being shown the pink panel for 1 minute, your grip strength is measured by a hand dynamometer that you pull on as hard as possible as you continue looking at the panel.",Viewing the color pink will increase muscle strength.,Viewing the color pink will decrease muscle strength.,Viewing the color pink will have no impact on muscle strength.,Viewing the color pink will decrease happiness.
Imagine that you are a university student completing an in-person study as a volunteer or for extra course credit.,The researcher tells you that you will be asked to take a pill. They then inform you that participants who took the pill in previous studies experienced increased salivation.,"You are given the pill and then some food to eat. Shortly afterwards, your salivation is measured.",Taking the pill will increase salivation.,Taking the pill will decrease salivation.,Taking the pill will have no impact on salivation.,Taking the pill will decrease hearing.
Imagine that you are a university student completing an in-person study as volunteers or for extra course credit.,The researcher tells you that you will be asked to take a pill. They then inform you that participants who took the pill in previous studies experienced decreased salivation.,"You are given the pill and then some food to eat. Shortly afterwards, your salivation is measured.",Taking the pill will increase salivation.,Taking the pill will decrease salivation.,Taking the pill will have no impact on salivation.,Taking the pill will decrease hearing.
Imagine that you are a university student completing an in-person study as a volunteer or for extra course credit.,The researcher informs you that they believe you will be more attracted to people that are more similar to you. They ask that you behave in a manner consistent with this hypothesis.,You are presented with a stranger who is quite similar to you and asked to rate your attraction to them.,You will be more attracted to people if they are more similar to you. ,You will be less attracted to people if they are more similar to you. ,You will be equally attracted to people who are similar and dissimilar to you.,You are less likely to get into a verbal alteraction with people who are more similar to you.
Imagine that you are a university student completing an in-person study as a volunteer or for extra course credit.,The researcher informs you that they believe you will be more attracted to people that are dissimilar to you. They ask that you behave in a manner consistent with this hypothesis.,You are presented with a stranger who is quite dissimilar to you and asked to rate your attraction to them.,You will be more attracted to people if they are more similar to you. ,You will be less attracted to people if they are more similar to you. ,You will be equally attracted to people who are similar and dissimilar to you.,You are less likely to get into a verbal alteraction with people who are more similar to you.
Imagine that you are a university student completing an in-person study as a volunteer or for extra course credit.,The researcher tells you that you will read a variety of positive statements. They then inform you that research has shown that reading these positive statements will lead you to feel more depressed as a result of a so-called social comparison effect.,"You are then told to read 60 statements progressing from neutral to elation in tone. Afterwards, you are asked to self-report how depressed you feel.",Reading the statements provided by the experimenter will cause you to feel less depressed.,Reading the statements provided by the experimenter will cause you to feel more depressed.,Reading the statements provided by the experimenter will not impact your mood.,Reading the statements provided by the experimenter will improve your performance on a math test.
Imagine that you are a university student completing an in-person study.,"After solving puzzles for 10 minutes, the researcher informs you that, due to fatigue, they expect you to perform worse on a second set of puzzles.",You are then given the 10 minutes to solve as many puzzles as you can.,Puzzle performance will decrease across trials due to fatigue.,Puzzle performance will increase across trials due to experience.,Puzzle performance will be similar across trials.,"The more trials you complete, the more agitated puzzles will make you."
Imagine that you are a university student completing an in-person study to satisfy a course requirement.,The researcher informs you that they expect your aggression to increase after watching an aggressive film.,"After watching an aggressive film, you are asked to evaluate ideas for a promotional campaign developed by a second consenting participant. You are asked to deliver shocks that correspond to how good you think each idea is, and you control the intensity of the shock.",Your aggression will increase after watching an aggressive film.,Your aggression will fall after watching an aggressive film.,An aggressive film will have no impact on your aggression.,Your strength will increase after watching an aggressive film.
Imagine that you are a university student completing an in-person study to satisfy a course requirement.,The researcher informs you that they expect your aggression to fall after watching an aggressive film because they expect the film to take all of the aggression out of you.,"After watching an aggressive film, you are asked to evaluate ideas for a promotional campaign developed by a second consenting participant. You are asked to deliver shocks that correspond to how good you think each idea is, and you control the intensity of the shock.",Your aggression will increase after watching an aggressive film.,Your aggression will fall after watching an aggressive film.,An aggressive film will have no impact on your aggression.,Your strength will increase after watching an aggressive film.
Imagine that you are a university student completing an in-person study for extra course credit.,You are told that you will be given 7 minutes to copy phone numbers. The researcher adjusts the lighting and informs you that they expect you to copy around 95 phone numbers given the lighting conditions.,"The experimenter sets a timer, leaves the room, and you are given 7 minutes to copy a stack of phone numbers.","Given the lighting conditions, you will copy 95 telephone numbers in 7 minutes.","Given the lighting conditions, you will copy 55 telephone numbers in 7 minutes.",The lighting conditions will have no impact on your ability to copy telephone numbers.,"Given the lighting conditions, you will be able to add a larger series of numbers in 7 minutes."
Imagine that you are a university student completing an in-person study for extra course credit.,You are told that you will be given 7 minutes to copy phone numbers. The researcher adjusts the lighting and informs you that they expect you to copy around 55 phone numbers given the lighting conditions.,"The experimenter sets a timer, leaves the room, and you are given 7 minutes to copy a stack of phone numbers.","Given the lighting conditions, you will copy 95 telephone numbers in 7 minutes.","Given the lighting conditions, you will copy 55 telephone numbers in 7 minutes.",The lighting conditions will have no impact on your ability to copy telephone numbers.,"Given the lighting conditions, you will be able to add a larger series of numbers in 7 minutes."
Imagine that you are a university student with a high fear of snakes who is completing an in-person study to fulfill a course requirement.,The researcher informs you that you will be completing a therapeutic treatment that will help reduce your fear of snakes.,"For the next 3-4 weeks, you go back in twice for the therapeutic treatment, which consists of muscle relaxation and visualization exercises. Afterwards, you are placed in a room where you have a close-up encounter with a snake. Afterwards, the researcher assesses your fear of snakes.",The therapeutic treatment will help reduce your fear of snakes.,The therapeutic treatment will make you more afraid of snakes.,The therapeutic treatment will not impact your fear of snakes.,The therapeutic treatment will help decrease your depression.
Imagine that you are a university student completing an in-person study as a volunteer or for course credit.,The researcher informs you that they are interested in the beneficial effects of listening to Mozart on test-taking capabilities.,"While Mozart music is played, you are then asked to complete a test measuring spatial relations, wherein you see unfolding shapes and guess the corresponding folded pattern.",Listening to Mozart will improve test-taking capabilities.,Listening to Mozart will impair test-taking capabilities.,Listening to Mozart will not impact test-taking capabilities.,Listening to Mozart will cause you to experience a complex blend of emotions.
Imagine that you are a university student completing an in-person study as a volunteer or for course credit.,The researcher informs you that they are interested in the beneficial effects of listening to Mozart on test-taking capabilities.,"While Mozart music is played, you are then asked to complete a test measuring verbal reasoning, wherein you are asked to fill in the first and last word of example sentences.",Listening to Mozart will improve test-taking capabilities.,Listening to Mozart will impair test-taking capabilities.,Listening to Mozart will not impact test-taking capabilities.,Listening to Mozart will cause you to experience a complex blend of emotions.
