"","title","abstract","MW_include","MW_rationale","NC_include","NC_rationale","note","authors","year","link","database"
"222","Methodological problems with current psychological research for depressed women","This section discusses methodological problems with current psychological research for depressed women. Specific methodological problems explored include heterogeneous and unclear diagnosis, high dropout rates, patients seeking alternative treatment, difficulties with medication, brevity of follow-up studies, and demand characteristics of the study. (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved) (Source: create)","0","1","N/A","N/A",NA,NA,"1990","https://www.proquest.com/books/methodological-problems-with-current/docview/617876494/se-2?accountid=14026","APA PsycInfo (2022)"
"223","Teaching","[book section covering several chapters] ""When Teaching Kills Learning: Research on Mathemathantics"" / Richard E. Clark / analyze and classify mathemathantic studies ""Paradigmatic Teaching of Inductive Thinking"" / Karl Josef Klauer / finding the paradigms of inductive thinking ""Formation of Learning Activity in Pupils"" / Joachim Lompscher ""Teaching Decision-Making to Solve Textbook Problems"" / Michel Caillot and André Dumas-Carré / aim of our project is to help students develop their own expertise ""Integrating the Development of the Operational Abilities of Thinking and the Transmission of Knowledge"" / Benö Csapó / devise methods which systematically develop the operational abilities of thinking within the framework of the school subjects, using the teaching material ""Types and Consequences of Student Teachers' Diagnoses During Classroom Interaction"" / Jan Broeckmans / analysis of interactive teaching . . . aimed at identifying types of diagnoses made by student teachers during classroom teaching and at clarifying the consequences of these diagnoses for further instruction ""Teachers' Questions: Some Differences Between Experienced and Novice Teachers"" / Eero Ropo / focus on the differences between experienced and novice teachers' questioning behavior ""Maternal Sensitivity and Teaching Behaviour in Dyadic Interaction / Harry Smeets, Hans J. Plomp and Frits A. Goossens"" / examine the relationship between maternal sensitivity and interaction techniques, and . . . test whether mothers adjust these interaction techniques to the demand characteristics of different tasks ""Injustice in Interactions Between Teachers and Pupils"" / Marek Wosinski / one aspect [of injustice occurring in school which requires special consideration from an educationalist] is the problem of the rules of justice underlying pupils' and teachers' behavior; the other is the possible social support obtained by victims or victimizers in an unjust situation ""The Development of Professional Perspectives and Behaviour in Prospective Teachers"" / Trygve Bergem / need for descriptive-analytic studies of the teacher education curriculum and on the thinking and learning of teacher candidates ""The Professional Ethics of Teachers as a Result of a Developmental Process: Conditions and Consequences"" / Ewald Terhart / a long-neglected aspect of the ""profession"" and ""professionalization"" of teachers will be examined: the ethics of the teaching profession (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved) (Source: book)","0","1","N/A","N/A",NA,"Clark, Richard E.;Klauer, Karl Josef;Lompscher, Joachim;Caillot, Michel;Dumas-Carré, Andrée;Csapó, Benö;Broeckmans, Jan;Ropo, Eero;Smeets, Harry;et al","1990","https://www.proquest.com/books/teaching/docview/617856358/se-2?accountid=14026","APA PsycInfo (2022)"
"224","Hypnotic blindness, awareness, and attribution","Examined whether performance on a spelling task would be influenced by visual information in the reported absence of hypnotized subjects' awareness of that information. Experiment 1 visually presented uncommon spellings of homophones to subjects before and during a suggestion for hypnotic blindness, and subsequently tested subjects' spelling of the homophones. Words presented during hypnotic blindness influenced subjects' spelling performance. Subjects' attributions of their performance did not involve awareness of the homophones. Experiment 2 used the nonexperiment methodology to examine the impact of demand characteristics and indicated that the performance attributions of subjects of Experiment 1 could not be explained in these terms. The discussion focuses on implicit perception in hypnotic blindness and on the relevance of attributions about behavioral performance on hypnotic phenomena. (PsycInfo (2022) Database Record (c) 2022 APA, all rights reserved)","0","2","N/A","N/A","not for our meta analysis but has a nonexperiment simulation thing","Bryant, Richard A.;McConkey, Kevin M.","1989","https://www.proquest.com/scholarly-journals/hypnotic-blindness-awareness-attribution/docview/617731296/se-2?accountid=14026","APA PsycInfo (2022)"
"225","Effects of restricted environmental stimulation: Enhancement of hypnotizability for experimental and chronic pain control","Investigated whether hypnotizability could be enhanced by restricted environmental stimulation therapy (REST) with 20 adult outpatients (aged 23–57 yrs) who suffered chronic pain and who also demonstrated low hypnotizability after repeated hypnosis plateau sessions. Two S groups were exposed to REST. Situational demand characteristics (SDCs) outlined by M. T. Orne (1962) favored an increase in hypnotizability for REST Group 1 (high demand [HD]). REST Group 2 (low demand [LD]) was exposed to SDCs designed to disguise the experimental hypothesis. Two control groups were exposed to the same alternative SDC manipulations. The Stanford Hypnotic Susceptibility Scale, Form C (SHSS:C) was administered before and after treatment. Findings show that after 6 hrs of REST, significant increases in SHSS:C scores were found for HD and LD experimental groups and for HD control Ss. (German, French &amp; Spanish abstracts) (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved)","0","3","N/A","N/A",NA,"Barabasz, Arreed F.;Barabasz, Marianne","1989","https://www.proquest.com/scholarly-journals/effects-restricted-environmental-stimulation/docview/617703011/se-2?accountid=14026","APA PsycInfo (2022)"
"226","Reduction of demand characteristics in the measurement of certainty during modeled conservation","Documented the cognitive processes mediating the observational learning of conservation by contrasting the use of 2 formats for measuring certainty among 120 French-speaking kindergarten and 1st-grade nonconservers. Ss were assigned to a public format in which they completed a certainty rating scale and showed the experimenter how certain they were about the correctness of a peer model's statements. Under a private format, Ss were assured that their ratings were not known by the experimenter. Within each format Ss heard a model discuss conservation answers or arbitrary matters. Invariably high and promptly delivered certainty ratings occurred under the public format, whereas the private format prompted ratings that required longer thinking latencies and that varied with the content of the material being considered. (PsycInfo (2022) Database Record (c) 2017 APA, all rights reserved)","0","5","N/A","N/A",NA,"Robert, Michèle","1989","https://www.proquest.com/scholarly-journals/reduction-demand-characteristics-measurement/docview/617609624/se-2?accountid=14026","APA PsycInfo (2022)"
"227","Do children have a concept of mental representation? A comment on Perner and Ogden's position","Questions the conclusion of a study by J. Perner and J. E. Ogden (see record 1989-11420-001) that young children have no notion of representational thought and are restricted in their capacity to theorize about the mental world. This conclusion was based on a study in which children's ability to infer knowledge of a surprise (a representational state) and hunger (a nonrepresentational state) in 2 stories was tested. Questions are raised as to the demand characteristics of the stories used in the experiment. (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved)","0","1","N/A","N/A",NA,"Siegal, Michael;Sanderson, Jennifer A.","1989","https://www.proquest.com/scholarly-journals/do-children-have-concept-mental-representation/docview/617628863/se-2?accountid=14026","APA PsycInfo (2022)"
"228","Specific retroactive interference in modified recognition tests: Evidence for an unknown cause of interference","McCloskey and Zaragoza (1985a) have recently argued that all item-specific retroactive interference (RI) can be attributed to response bias or demand characteristics. These sources of RI were eliminated in the present studies by a modified recognition test that excluded the interpolated item. Nature pictures were shown; some were followed by related pictures (experimental), and others were followed by dissimilar pictures (control). When forced to choose between two related pictures (the original and a new picture), the original picture was chosen more often for control than for experimental items (Experiments 1 and 2). Paired-associate studies were cited that have found RI in analogous matching recognition tests. These findings contradict McCloskey and Zaragoza's conclusion and must be attributed to some other cause of item-specific RI, such as trace alteration (e.g., Loftus, 1979). Experiments 3 and 4 showed that most items must be accessible in order to detect RI in the forced-choice modified test. However, even with sensitive measures, RI has not always been found in modified recognition. Suggestions are offered to explain the discrepant results. (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved)","0","2","N/A","N/A",NA,"Chandler, C. C.","1989","https://www.proquest.com/scholarly-journals/specific-retroactive-interference-modified/docview/617583295/se-2?accountid=14026","APA PsycInfo (2022)"
"229","Der Stellenwert des einstellungsinterviews im Rahmen neuerer eignungsdiagnostischer Entwicklungen im personalwesen","Analyzes experiences with employment interviews and some of the methodological deficiences which lead to low predictive validity. Some possibilities to improve personnel selection decisions are illustrated for different employment categories in the automobile industry. Using G. A. Kelly's (1955) Repertory Grid Tests, demand characteristics for different job categories were developed, and common selection strategies were derived. (English abstract) (PsycInfo (2022) Database Record (c) 2019 APA, all rights reserved)","0","1","N/A","N/A",NA,"Jetter, Wolfgang","1989","https://www.proquest.com/scholarly-journals/der-stellenwert-des-einstellungsinterviews-im/docview/618023863/se-2?accountid=14026","APA PsycInfo (2022)"
"230","Self-presentation biases in organizational research","in view of the important role that self-presentation—related biases have in behavioral research, the overall purpose of the present chapter is to consider how such biases can affect a study's internal, external, and construct validity in the interest of doing so, the chapter sequentially considers: (a) a number of preliminary issues related to research and self-presentational motives, (b) a brief review of the literature on demand characteristics and the roles assumed by research subjects, (c) an analysis of the severity of self-presentation biases in behavioral research, and (d) an assessment of the extent to which such biases influence the outcomes of organizational behavior research (PsycInfo (2022) Database Record (c) 2019 APA, all rights reserved) (Source: chapter)","0","1","N/A","N/A",NA,"Stone, Eugene F.","1989","https://www.proquest.com/books/self-presentation-biases-organizational-research/docview/617857615/se-2?accountid=14026","APA PsycInfo (2022)"
"231","Autoritätsgehorsam in Experimenten des Milgram-Typs: Eine Forschungsübersicht","Reviews obedience research based on S. Milgram's original experiment (1963). Results of obedience studies in various countries reveal that the level of obedience to authority is consistently high and confirm Milgram's finding that obedience is dependent on the status of the experimenter, the type of social influence involved, and the lack of resources of the S. No systematic correlations were found between obedience and personality or demand characteristics. Methodological and ethical issues in obedience research are discussed, and results from the present authors' own study on administrative obedience are reviewed. (English abstract) (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved)","0","1","N/A","N/A",NA,"Meeus, Wim;Raaijmakers, Quinten","1989","https://www.proquest.com/scholarly-journals/autoritätsgehorsam-experimenten-des-milgram-typs/docview/617843169/se-2?accountid=14026","APA PsycInfo (2022)"
"232","Gehoorzaamheid aan een autoriteit: een overzicht van onderzoek","Discusses the obedience conflict in S. Milgram's (1974) baseline experiment, variations on this experiment involving changes in the conflict situation and in Ss' social orientation and commitment, the relationship between obedience and personality traits, the demand characteristics of the experimental situation, and the ethics of obedience research. (English abstract) (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved)","0","1","N/A","N/A",NA,"Meeus, Wim;Raaijmakers, Quinten","1989","https://www.proquest.com/scholarly-journals/gehoorzaamheid-aan-een-autoriteit-overzicht-van/docview/617839978/se-2?accountid=14026","APA PsycInfo (2022)"
"233","The social context of stress and behavioral medicine research: Instructions, experimenter effects, and social interactions","this chapter has reviewed potential sources of bias in stress research that are associated with the social context in which studies are conducted considered were such standard experimental procedures as obtaining informed consent, demand characteristics and experimenter bias, and the possible effects of manipulation checks we have noted that the behavioral and psychophysiological effects of stressors depend on psychological factors such as the amount and nature of the information provided and the subject's understanding of these events / routine components of experimental tasks may therefore have a significant impact in studies of stress this chapter has also reviewed psychological and social dimensions of commonly used stress manipulations in psychophysiological studies that determine the intensity of subjects' physiological responses / included here are characteristics such as the difficulty of the tasks, the level of challenge, harassment, and competition presented to the subject, and the specific instructions and incentives to motivate performance (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved) (Source: chapter)","0","1","N/A","N/A",NA,"Krantz, David S.;Ratliff-Crain, Jeffrey","1989","https://www.proquest.com/books/social-context-stress-behavioral-medicine/docview/617682486/se-2?accountid=14026","APA PsycInfo (2022)"
"234","Employment interview research: Internal and external validity","focuses on the assumptions of internal and external validity with respect to experimental research on the employment interview that utilize a posttest-only design or designs that use pretests of an unobtrusive nature problems . . . which may decrease internal validity / lack of sufficient pretesting of stimulus materials / the influence of experimenter effects / demand characteristics (PsycInfo (2022) Database Record (c) 2020 APA, all rights reserved) (Source: chapter)","0","1","N/A","N/A",NA,"Kacmar, K. Michele;Ratcliff, Shannon L.;Ferris, Gerald R.","1989","https://www.proquest.com/books/employment-interview-research-internal-external/docview/617681559/se-2?accountid=14026","APA PsycInfo (2022)"
"235","Musical imagery: Generation of tones and chords","Four experiments are reported that examine Ss' ability to form and use images of tones and chords. In Exps 1 and 3, Ss heard a cue tone or chord and formed an image of a tone or chord one whole step in pitch above the cue. This image was then compared to a probe tone or chord that was either the same as the image in pitch, different from the image in pitch and harmonically closely related, or different and harmonically distantly related. In Exp 3, a random-tone mask was used to control for possible contributions of the cue in echoic memory. In both experiments tone images were formed faster than chord images, a result consistent with the idea of structural complexity as a determinant of image formation time. Response times and accuracy rates were found to parallel results found in music perception studies, results consistent with the idea of shared mechanisms in the processing of musical images and percepts. Exps 2 and 4 were control experiments examining the possible influence of demand characteristics and Ss' knowledge. Findings rule out the possibility that demand characteristics and Ss' knowledge were solely responsible for the results of Exps 1 and 3 and support the role of imagery. (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved)","0","5","N/A","N/A",NA,"Hubbard, Timothy L.;Stoeckig, Keiko","1988","https://www.proquest.com/scholarly-journals/musical-imagery-generation-tones-chords/docview/617557016/se-2?accountid=14026","APA PsycInfo (2022)"
"236","Modifying hypnotic suggestibility with the Carleton Skills Training program","The Carleton Skills Training (CST) program was used to investigate (a) whether increases in hypnotic responsiveness obtained at Carleton University could be replicated at a different laboratory, (b) the influence of demand characteristics on suggestibility gains, and (c) whether initial gains are maintained over time. After two screening sessions, a replication and experimental group received the CST program, while a control group was allowed to practice hypnotic responding. All groups were then tested twice. Whereas the replication group was told that training and testing were part of the same experiment, the experimental group was told that training and testing were unrelated. Trained subjects returned after 4 months for a final session. Results indicated that (a) the CST program does increase hypnotic responsiveness, (b) suggestibility gains found in this study were relatively modest, (c) demand characteristics may influence suggestibility gains, and (d) suggestibility gains were not maintained at follow-up. (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved)","0","8","N/A","N/A",NA,"Bates, Brad L.;Miller, R. J.;Cross, Herbert J.;Brigham, Thomas A.","1988","https://www.proquest.com/scholarly-journals/modifying-hypnotic-suggestibility-with-carleton/docview/617439019/se-2?accountid=14026","APA PsycInfo (2022)"
"237","Procedures to increase social interaction among adolescents with autism: A multiple baseline analysis","Investigated the use of imagery procedures, specifically, covert reinforcement, to increase peer verbal initiations in 3 adolescents who were labeled autistic. Also examined were the demand characteristics of therapist request. A multiple baseline analysis was used to assess the effects of individual training sessions on peer verbal initiations. Results demonstrate that verbal initiations could be changed in socially deficient adolescents labeled autistic. (PsycInfo (2022) Database Record (c) 2017 APA, all rights reserved)","0","2","N/A","N/A",NA,"Groden, June;Cautela, Joseph","1988","https://www.proquest.com/scholarly-journals/procedures-increase-social-interaction-among/docview/617560038/se-2?accountid=14026","APA PsycInfo (2022)"
"238","Cultural and cognitive considerations in the prevention of American Indian adolescent suicide","Describes a transactional, cognitive-phenomenological approach to psychological stress and coping that focuses on personal qualities (i.e., cultural values and beliefs) and situational demand characteristics (i.e., ambiguity of identity, frequency of loss, pervasiveness of hardships). It is suggested that attention to this dynamic interdependence between personal and environmental variables is essential for the success of suicide prevention interventions. Existing intervention efforts with American Indian adolescent suicide attempters are reviewed, and a schoolwide cognitive behavioral approach based on the transactional model of coping with suicide is described. It is recommended that ongoing cognitive restructuring, social skills training, and peer counseling training activities be culturally adapted and integrated into relevant areas of the school curricula to enhance coping and ameliorate suicide. (PsycInfo (2022) Database Record (c) 2017 APA, all rights reserved)","0","1","N/A","N/A",NA,"LaFromboise, Teresa D.;Bigfoot, Delores S.","1988","https://www.proquest.com/scholarly-journals/cultural-cognitive-considerations-prevention/docview/617548212/se-2?accountid=14026","APA PsycInfo (2022)"
"239","Subject knowledge of the experimenter's interest in handedness and familial sinistrality variables and laterality test outcomes","Assessed the influence of experimenter demand characteristics on 64 undergraduates' performance on dichotic consonant-vowel (DCVT) and bilateral object naming (BONLT) tasks. Findings suggest that having Ss sign up for experiments requiring that they must be right-handed did not significantly influence task performance. Results indicate that prior assessment of familial sinistrality (FS) influenced DCVT outcomes. It is concluded that prior assessments of FS are counterindicated when they are administered following a visual tachistoscopic task such as the BONLT. The authors suggest that experimenters should be sensitive to possible context, order, and cue influences within experimental designs. (PsycInfo (2022) Database Record (c) 2020 APA, all rights reserved)","0","5","N/A","N/A",NA,"Van Eys, Patricia P.;McKeever, Walter F.","1988","https://www.proquest.com/scholarly-journals/subject-knowledge-experimenters-interest/docview/617540137/se-2?accountid=14026","APA PsycInfo (2022)"
"240","Assessing affective states: A new methodology for some old problems","Tested a methodology for distinguishing among positive, neutral, and negative states, while minimizing demand and reactivity, using 386 undergraduates in 3 studies. Results reveal that ratings of neutral words accurately discriminated among Ss induced to feel happy, neutral, or sad. In addition, independent judges demonstrated that assessing mood with ratings of neutral words weakened the link between scale items and to-be-measured mood state, thus minimizing potential demand and reactivity. Ratings of neutral words are discussed as an alternative to adjective checklists regarding measurement of affective states. (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved)","0","2","N/A","N/A",NA,"Kuykendall, David;Keating, John P.;Wagaman, Joel","1988","https://www.proquest.com/scholarly-journals/assessing-affective-states-new-methodology-some/docview/617509298/se-2?accountid=14026","APA PsycInfo (2022)"
"241","On delay and reassessment of retrospective preratings","Investigated to what extent retrospective preratings are affected by a follow-up assessment, conducted 2 wks after posttesting, and a delay of the assessment, conducted 2 wks after treatment. Ss were 92 psychology freshmen. The design consisted of an experimental, a placebo, and a no-treatment control condition. Immediately after training, posttraining instruments were administered to only half of the Ss. All Ss returned after 2 wks and filled out the posttraining instruments. Data indicate that a 2-wk time interval had no effect on readministered nor on postponed retrospective preratings. A significant mean difference between conventional and retrospective preratings was found in the experimental and the placebo control conditions. Since no-treatment control Ss did not show significant differences among conventional pre-, post-, and retrospective preratings, data indicate that Ss' perceptions of the demand characteristics and effort justification may have been operant in the treatment conditions. (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved)","0","2","N/A","N/A",NA,"Sprangers, Mirjam;Hoogstraten, Johan","1988","https://www.proquest.com/scholarly-journals/on-delay-reassessment-retrospective-preratings/docview/617537329/se-2?accountid=14026","APA PsycInfo (2022)"
"242","Scale structure and similarity of melodies","Explored an asymmetry in the perceived similarity of melodies: If a 1st-presented melody is scalar (conforms to a diatonic major scale) and is followed by a 2nd melody slightly altered to be nonscalar (deviating from a diatonic major scale), Ss judge similarity to be lower than if the nonscalar melody comes first. Results of 4 experiments with 176 undergraduate music students identified as musically experienced or inexperienced suggest that asymmetric similarity (AS) was not due to more strongly scalar melodies having greater memorability. The hypothesis that AS depends on a task-specific strategy reflecting demand characteristics was not supported. Data are consistent with W. R. Garner's (1970, 1974) principles that stimuli are perceived with reference to sets of alternatives and that good stimuli have few alternatives. (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved)","0","5","N/A","N/A",NA,"Bartlett, James C.;Dowling, W. Jay","1988","https://www.proquest.com/scholarly-journals/scale-structure-similarity-melodies/docview/617534361/se-2?accountid=14026","APA PsycInfo (2022)"
"243","Validation of a music mood induction procedure: Some preliminary findings","Investigated the effects of ""happy"" and ""sad"" music on behavior and self-reported mood in 35 undergraduates and assessed the contribution of explicit demand characteristics to the procedure. The design was similar to those used by E. Velten (see record 1969-09031-001) and J. Polivy and C. Doyle (see record 1980-11238-001). 35 Ss listened to ""happy,"" ""sad,"" or no music. Instructions to Ss regarding the music were varied across groups. All Ss then completed 2 self-report measures and 4 behavioral tasks. It was found that the music mood induction procedure differentially affected self-reported mood and some measures of behavioral change, and explicit demand characteristics did not contribute substantially to the mood effects. (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved)","1","N/A","1","N/A",NA,"Kenealy, Pamela","1988","https://www.proquest.com/scholarly-journals/validation-music-mood-induction-procedure-some/docview/617510936/se-2?accountid=14026","APA PsycInfo (2022)"
"244","Badanie ukrytych wymagan sytuacji eksperymentalnej za Pomoca skal kontrolnych","Carried out tests in order to ascertain if it is possible to differentiate tested persons by means of control scales in respect to their attitude toward the test, if it is possible to predict the reception of a given test situation by the persons who manifest such attitudes. At the 1st stage of the test, 2 groups were distinguished on the basis of the results obtained when testing them by means of control scales: simulators and dissimulators. At the 2nd stage, the group of simulators took part in the experiment to check adequacy of detection according to manipulation with instructions. The hypothesis that it was more difficult to detect (in the 1st test) the persons whose expectations came true than the persons who wanted to be detected but were not, as well as those who wanted to cheat but failed, was not proved. (English &amp; Russian abstracts) (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved)","0","2","N/A","N/A",NA,"Opic-Piasecka, Urszula","1988","https://www.proquest.com/scholarly-journals/badanie-ukrytych-wymagan-sytuacji/docview/617845060/se-2?accountid=14026","APA PsycInfo (2022)"
"245","Neurobehavioral assessment for cognitive rehabilitation planning","Presents a neurobehavioral approach for planning cognitive rehabilitation for brain-injured patients. The 1st step involves gathering a detailed developmental, educational, medical, clinical and social history of the patient in collaboration with significant others. Behavioral observations are an essential component of the neurobehavioral assessment process and should include observation of the patient's behavior in a variety of circumstances. Neuropsychological testing should follow, utilizing both quantitative and qualitative data to highlight the patient's relative strengths and deficits as well as to identify conditions that minimize or maximize the patient's cognitive functioning. The patient's physical, emotional, and social environment should be assessed to determine their demand characteristics. (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved)","0","1","N/A","N/A",NA,"Sbordone, Robert J.","1988","https://www.proquest.com/scholarly-journals/neurobehavioral-assessment-cognitive/docview/617603433/se-2?accountid=14026","APA PsycInfo (2022)"
"246","Mood and memory","examines the role of moods in selective memory reviewed are repression, mood selectivity, mood state dependent retrieval, and reduced capacity due to depression briefly discussed are demand characteristics, interpretation of and inconsistencies in experimental findings and asymmetrical effects of moods on memory (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved) (Source: chapter)","0","1","N/A","N/A",NA,"Guenther, R. Kim","1988","https://www.proquest.com/books/mood-memory/docview/617497405/se-2?accountid=14026","APA PsycInfo (2022)"
"247","The effects of covert sensitization on preference for sexual stimuli: A preliminary analogue experiment","Investigated the effects of covert sensitization (COS) on 4 male undergraduates' preferences for sexual stimuli as determined in an operant choice paradigm. Results are consistent with the view that COS is an aversive classical conditioning procedure that modifies overt behaviors by altering the reinforcer effectiveness of target stimuli. COS with nausea-inducing slides produced a shift in preference from preferred to nonpreferred slides. Posttest questioning indicated that this effect was not due to experiment demand characteristics. A classical conditioning interpretation of clinical outcome reports on COS and guidelines for increasing the effectiveness of COS are presented. It is noted that Ss did not verbally rate conditioned slides that elicited physiological responses as unpleasant. (PsycInfo (2022) Database Record (c) 2017 APA, all rights reserved)","0","2","N/A","N/A",NA,"Dougher, Michael J.;Crossen, John R.;Ferraro, Douglas P.;Garland, Randall","1987","https://www.proquest.com/scholarly-journals/effects-covert-sensitization-on-preference-sexual/docview/617513794/se-2?accountid=14026","APA PsycInfo (2022)"
"248","""Perceived social support among college students: Three studies of the psychometric characteristics and counseling uses of the Social Support Inventory"": Correction to Brown, Brady, Lent, Wolfert, and Hall","Reports an error in ""Perceived social support among college students: Three studies of the psychometric characteristics and counseling uses of the Social Support Inventory"" by Steven D. Brown, Theresa Brady, Robert W. Lent, Jenny Wolfert and Sheila Hall ( Journal of Counseling Psychology , 1987[Jul], Vol 34[3], 337-354). In Table 5, the reliable change (RC) values for Clients 1-7 on the UCLA Loneliness Scale and the College Student Satisfaction Scale were incorrect. The corrected values are presented in the erratum. In addition, a note should be added to Table 5 that reads: ""Posttreatment scores used in the calculation of RC are means obtained from the sum of posttreatment and follow-up scores."" (The following abstract of the original article appeared in record 1987-32914-001.) Perceived social support has been shown to relate to psychological distress and well-being. However, measurement of the construct has been limited by a failure to embed perceived support in a body of psychological theory that would suggest how perceived support is produced and modified. In three studies we assessed the psychometric characteristics and counseling uses of a theory-derived measure of perceived social support, the Social Support Inventory (SSI). Results of the first study indicated that the SSI possessed excellent internal consistency reliability and concurrent validity, and it performed in theoretically predicted ways in a series of construct validity analyses. Results of the second study suggested that the SSI may not be influenced by mood state or demand characteristics. The third study concerned a counseling intervention developed from the SSI's theoretical base. Reported outcomes are from the first 7 consecutive college student clients exposed to the intervention for difficulties in their social transition to college. We also describe the person-environment fit theory from which the SSI was derived and discuss future conceptual and research needs on the theory, instrument, and intervention. (PsycInfo (2022) Database Record (c) 2020 APA, all rights reserved)","0","1","N/A","N/A",NA,"Brown, Steven D.;Brady, Theresa;Lent, Robert W.;Wolfert, Jenny;Hall, Sheila","1987","https://www.proquest.com/scholarly-journals/perceived-social-support-among-college-students/docview/622114928/se-2?accountid=14026","APA PsycInfo (2022)"
"249","The politics of pornography research","Comments on C. Eugene Walker's review (see record 2006-06440-024) of the book, Pornography and Sexual Aggression edited by Neil M. Malamuth and Edward Donnerstein (1984). The present author contends that this collection (and the work it reports) has recently figured importantly in discussions of censorship, and closer scrutiny would seem to be in order. First, the linking of aggression to the stimulus film following exposure to aggressive pornography is ambiguous since the aggression is almost always produced following both personal provocation and erotic stimulation. Second, there are fundamentally different explanations of the results. Third, the levels of aggression obtained in these lab studies are remarkably modest proxies for actual rape and assault. Fourth, evidence of changes in attitudes reported by Zillmann and Bryant following massive exposure to pornography is highly contentious. Fifth, most of the results reported may be confounded with, if not completely attributable to, demand characteristics of the experiments employed. The principals in this volume form a small group of experimentalists who constitute a not so invisible college and who, sharing similar value positions, cite the work of one another uncritically. (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved)","0","1","N/A","N/A",NA,"Brannigan, Augustine;Goldenberg, Shelly","1987","https://www.proquest.com/scholarly-journals/politics-pornography-research/docview/621270224/se-2?accountid=14026","APA PsycInfo (2022)"
"250","The management and dynamics of anomalies in scientific work","This article examines the dynamics of anomalies as part of scientific work. Several types of anomaly are identified: mistakes, artifacts (such as experimenter expectation and demand characteristics in psychology experiments), fraud, and discovery; and typical trajectories for artifacts are described: the establishment of suspected artifacts, changes from unacceptable to acceptable, changes in significance, visibility, and means of control. The conditions under which an anomaly changes status are examined. A detailed example of an anomaly trajectory is presented, analyzing an anomaly in neuroscience research and tracing its career from 1870 to the present. (PsycInfo (2022) Database Record (c) 2017 APA, all rights reserved)","0","1","N/A","N/A",NA,"Star, Susan L.;Gerson, Elihu M.","1987","https://www.proquest.com/scholarly-journals/management-dynamics-anomalies-scientific-work/docview/619231042/se-2?accountid=14026","APA PsycInfo (2022)"
"251","Perceived social support among college students: Three studies of the psychometric characteristics and counseling uses of the Social Support Inventory","[Correction Notice: An erratum for this article was reported in Vol 34(4) of Journal of Counseling Psychology (see record 2008-10753-001). In Table 5, the reliable change (RC) values for Clients 1-7 on the UCLA Loneliness Scale and the College Student Satisfaction Scale were incorrect. The corrected values are presented in the erratum. In addition, a note should be added to Table 5 that reads: ""Posttreatment scores used in the calculation of RC are means obtained from the sum of posttreatment and follow-up scores.""] Perceived social support has been shown to relate to psychological distress and well-being. However, measurement of the construct has been limited by a failure to embed perceived support in a body of psychological theory that would suggest how perceived support is produced and modified. In three studies we assessed the psychometric characteristics and counseling uses of a theory-derived measure of perceived social support, the Social Support Inventory (SSI). Results of the first study indicated that the SSI possessed excellent internal consistency reliability and concurrent validity, and it performed in theoretically predicted ways in a series of construct validity analyses. Results of the second study suggested that the SSI may not be influenced by mood state or demand characteristics. The third study concerned a counseling intervention developed from the SSI's theoretical base. Reported outcomes are from the first 7 consecutive college student clients exposed to the intervention for difficulties in their social transition to college. We also describe the person-environment fit theory from which the SSI was derived and discuss future conceptual and research needs on the theory, instrument, and intervention. (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved)","0","5","N/A","N/A",NA,"Brown, Steven D.;Brady, Theresa;Lent, Robert W.;Wolfert, Jenny;Hall, Sheila","1987","https://www.proquest.com/scholarly-journals/perceived-social-support-among-college-students/docview/617306140/se-2?accountid=14026","APA PsycInfo (2022)"
"252","Self-evaluations following performance on interpersonal tasks by depressed and nondepressed students","96 mildly depressed and nondepressed (controls) female college students engaged in a series of interpersonal tasks and rated their own performance after each task. Half of each group worked on the tasks and did the self-rating in a public condition (experimenter present), whereas the other half of each group were in a private-anonymous condition (experimenter absent). Results indicate that depressed Ss in the public condition evaluated their performance as significantly lower than depressed Ss in the private condition. The latter group's self-ratings were not significantly different from those of nondepressed Ss. Results are discussed in relation to experimental demand characteristics and depression theory. (PsycInfo (2022) Database Record (c) 2016 APA, all rights reserved)","0","2","N/A","N/A",NA,"Silven, David L.;Hokanson, Jack E.","1987","https://www.proquest.com/scholarly-journals/self-evaluations-following-performance-on/docview/617302332/se-2?accountid=14026","APA PsycInfo (2022)"
