"id.study","id.es","name","year","study","published","student","paid","online","design","ref.type","ref.r","es","es.var"
"20","161","The induction of anomalous experiences in a mirror-gazing facility",2012,1,"yes","no","no","no","between","pvz","double",0.224929017978783,0.100632413289111
"21","162","Effect of rational and irrational statements and demand characteristics on task anxiety",1995,1,"yes","yes","no","no","between","nvc","single",-0.0560081347567238,0.166732018982478
"21","163","Effect of rational and irrational statements and demand characteristics on task anxiety",1995,1,"yes","yes","no","no","between","nvc","single",0.621565091845959,0.174715482570864
"22","164","Effects of experimental context, demand characteristics, and situational cues: New data",1991,1,"yes","yes","no","no","between","cvp","single",-0.298511157062997,0.202227722772277
"22","165","Effects of experimental context, demand characteristics, and situational cues: New data",1991,1,"yes","yes","no","no","between","cvp","single",-0.186517512294734,0.200869719559815
"22","166","Effects of experimental context, demand characteristics, and situational cues: New data",1991,1,"yes","yes","no","no","between","cvp","single",-0.344975763726567,0.202975206938968
"23","167","Demand characteristics and full spectrum lighting effects on performance and mood",1991,1,"yes","yes","no","no","between","pvz","double",-0.183053869452047,0.118548330836752
"23","168","Demand characteristics and full spectrum lighting effects on performance and mood",1991,1,"yes","yes","no","no","between","cvp","single",0.416249330939918,0.107835338522765
"23","169","Demand characteristics and full spectrum lighting effects on performance and mood",1991,1,"yes","yes","no","no","between","pvz","double",0.256705538061726,0.119024639868373
"23","170","Demand characteristics and full spectrum lighting effects on performance and mood",1991,1,"yes","yes","no","no","between","cvp","single",-0.00245393046711808,0.105555634789434
"23","171","Demand characteristics and full spectrum lighting effects on performance and mood",1991,1,"yes","yes","no","no","between","pvz","double",-0.207543720889217,0.11868900255674
"23","172","Demand characteristics and full spectrum lighting effects on performance and mood",1991,1,"yes","yes","no","no","between","cvp","single",0.205829063919298,0.10611299770758
"23","173","Demand characteristics and full spectrum lighting effects on performance and mood",1991,1,"yes","yes","no","no","between","pvz","double",1.17937135139974,0.13851021415118
"23","174","Demand characteristics and full spectrum lighting effects on performance and mood",1991,1,"yes","yes","no","no","between","cvp","single",0.356727749366976,0.107229959334088
"25","175","Validation of a music mood induction procedure: Some preliminary findings",1988,1,"yes","yes","no","no","between","cvp","single",0.446758120921758,0.409979640930477
"25","176","Validation of a music mood induction procedure: Some preliminary findings",1988,1,"yes","yes","no","no","between","pvn","double",0.446758120921758,0.409979640930477
"25","177","Validation of a music mood induction procedure: Some preliminary findings",1988,1,"yes","yes","no","no","between","nvc","single",0.446758120921758,0.409979640930477
"25","178","Validation of a music mood induction procedure: Some preliminary findings",1988,1,"yes","yes","no","no","between","cvp","single",-0.446758120921758,0.409979640930477
"25","179","Validation of a music mood induction procedure: Some preliminary findings",1988,1,"yes","yes","no","no","between","pvn","double",-0.446758120921758,0.409979640930477
"25","180","Validation of a music mood induction procedure: Some preliminary findings",1988,1,"yes","yes","no","no","between","nvc","single",0.446758120921758,0.409979640930477
"25","181","Validation of a music mood induction procedure: Some preliminary findings",1988,1,"yes","yes","no","no","between","cvp","single",-0.446758120921758,0.409979640930477
"25","182","Validation of a music mood induction procedure: Some preliminary findings",1988,1,"yes","yes","no","no","between","pvn","double",-0.446758120921758,0.409979640930477
"25","183","Validation of a music mood induction procedure: Some preliminary findings",1988,1,"yes","yes","no","no","between","nvc","single",0.446758120921758,0.409979640930477
"25","184","Validation of a music mood induction procedure: Some preliminary findings",1988,1,"yes","yes","no","no","between","cvp","single",0.446758120921758,0.409979640930477
"25","185","Validation of a music mood induction procedure: Some preliminary findings",1988,1,"yes","yes","no","no","between","pvn","double",-0.446758120921758,0.409979640930477
"25","186","Validation of a music mood induction procedure: Some preliminary findings",1988,1,"yes","yes","no","no","between","nvc","single",-0.446758120921758,0.409979640930477
"25","187","Validation of a music mood induction procedure: Some preliminary findings",1988,1,"yes","yes","no","no","between","cvp","single",-0.446758120921758,0.409979640930477
"25","188","Validation of a music mood induction procedure: Some preliminary findings",1988,1,"yes","yes","no","no","between","pvn","double",0.446758120921758,0.409979640930477
"25","189","Validation of a music mood induction procedure: Some preliminary findings",1988,1,"yes","yes","no","no","between","nvc","single",0.446758120921758,0.409979640930477
"26","190","The influence of color and demand characteristics on muscle strength and affective ratings of the environment",1986,1,"yes","yes","no","no","between","pvn","double",0.801396020808208,0.149004061761504
"26","191","The influence of color and demand characteristics on muscle strength and affective ratings of the environment",1986,1,"yes","yes","no","no","between","pvn","double",-1.0250046814151,0.150843909948715
"27","192","The influence of demand characteristics and expectancies in the measurement of salivary response",1982,1,"yes","yes","no","no","between","pvn","double",0.22176383853172,0.111794155556671
"28","193","Similarity-attraction or demand characteristics?",1971,2,"yes","yes","no","no","between","cvp","single",0.0123171869224604,0.223884842725528
"28","194","Similarity-attraction or demand characteristics?",1971,2,"yes","yes","no","no","between","cvp","single",0.300074661021143,0.226400507532336
"29","195","Laboratory induction of mood states through the reading of self-referent mood statements: Affective changes or demand characteristics?",1980,1,"yes","yes","no","no","between","nvc","single",0.421701221725519,0.185859816372836
"29","196","Laboratory induction of mood states through the reading of self-referent mood statements: Affective changes or demand characteristics?",1980,1,"yes","yes","no","no","between","nvc","single",0.653322284681307,0.191518863810482
"30","197","Experimental compensation, task interest and the cooperation with demand characteristics of volunteer and sign-up subjects",1977,1,"no","yes",NA,"no","between","cvp","single",1.58423483107777,0.0262745
"31","198","Demand awareness and participant willingness as determinants of aggressive response to film violence",1978,1,"yes","yes","no","no","between","pvn","double",0.611931368700772,0.0697871666666667
"31","199","Demand awareness and participant willingness as determinants of aggressive response to film violence",1978,1,"yes","yes","no","no","between","cvp","single",0.970827825449326,0.0745208888888889
"31","200","Demand awareness and participant willingness as determinants of aggressive response to film violence",1978,1,"yes","yes","no","no","between","nvc","single",-0.175250757193522,0.0669226068991409
"32","201","Subject effects and demand characteristics",1975,1,"yes","yes","no","no","between","pvn","double",0.529942135312442,0.0517552416673719
"32","202","Subject effects and demand characteristics",1975,1,"yes","yes","no","no","between","cvp","single",0.790569414974299,0.05390624999933
"32","203","Subject effects and demand characteristics",1975,1,"yes","yes","no","no","between","nvc","single",-0.260627279661857,0.0504245411181496
"32","204","Subject effects and demand characteristics",1975,1,"yes","yes","no","no","between","pvn","double",0.520917831631852,0.0516959711707002
"32","205","Subject effects and demand characteristics",1975,1,"yes","yes","no","no","between","cvp","single",0.47556733805449,0.0514135268314015
"32","206","Subject effects and demand characteristics",1975,1,"yes","yes","no","no","between","nvc","single",0.0453504935773612,0.0500128541704232
"33","207","Experimental desensitization of snake-avoidance after an instructional manipulation",1972,1,"yes","yes","no","no","between","cvp","single",-0.325331464390002,0.225162237825615
"33","208","Experimental desensitization of snake-avoidance after an instructional manipulation",1972,1,"yes","yes","no","no","between","cvp","single",-0.325331464390002,0.225162237825615
"34","209","A demonstration of nonlinear demand characteristics in the 'Mozart Effect' experimental paradigm",2008,1,"yes","yes","no","no","between","pvn","double",-0.0274562587664057,0.100009423076818
"34","210","A demonstration of nonlinear demand characteristics in the 'Mozart Effect' experimental paradigm",2008,1,"yes","yes","no","no","between","cvp","single",-0.384978019040872,0.101852600939308
"34","211","A demonstration of nonlinear demand characteristics in the 'Mozart Effect' experimental paradigm",2008,1,"yes","yes","no","no","between","nvc","single",0.364088848159005,0.101657008616922
"34","212","A demonstration of nonlinear demand characteristics in the 'Mozart Effect' experimental paradigm",2008,1,"yes","yes","no","no","between","pvn","double",-0.0447167967993187,0.10002499489895
"34","213","A demonstration of nonlinear demand characteristics in the 'Mozart Effect' experimental paradigm",2008,1,"yes","yes","no","no","between","cvp","single",-0.0634329570809136,0.10005029675055
"34","214","A demonstration of nonlinear demand characteristics in the 'Mozart Effect' experimental paradigm",2008,1,"yes","yes","no","no","between","nvc","single",0.0193036842970384,0.100004657902843
"35","215","A demonstration of nonlinear demand characteristics in the 'Mozart Effect' experimental paradigm",2008,2,"yes","mix","no","no","between","pvn","double",-0.0679257381863924,0.100057673823852
"35","216","A demonstration of nonlinear demand characteristics in the 'Mozart Effect' experimental paradigm",2008,2,"yes","mix","no","no","between","cvp","single",-0.566946172109076,0.104017849525864
"35","217","A demonstration of nonlinear demand characteristics in the 'Mozart Effect' experimental paradigm",2008,2,"yes","mix","no","no","between","nvc","single",0.490237330372016,0.103004158001129
"36","218","Demand characteristics of music affect performance on the Wonderlic Personnel Test of Intelligence.",2007,1,"yes","yes","no","no","between","pvn","double",0.601104605412275,0.0696777228887321
"37","219","Subject commitment and demand characteristics in attitude change",1971,1,"yes","no","no","no","between","cvp","single",-0.880669168862315,0.156706753303297
"38","220","Demand characteristics in a quasi-psychophysical experiment",1969,1,"no","yes","no","no","between","pvn","double",-0.311841462989154,0.0451421568627451
"39","221","Effect of the destructive disagreement belief on relationship satisfaction with a romantic partner or closest friend",2004,1,"yes","yes","no",NA,"between","cvp","single",-0.199654874635,0.0693091557669441
"39","222","Effect of the destructive disagreement belief on relationship satisfaction with a romantic partner or closest friend",2004,1,"yes","yes","no",NA,"between","nvc","single",0.200102118975252,0.0649062434786429
