"","ResponseId","sex","age","attention_check","lab","modality","incentive","orientation","info","prq_g_1","prq_g_2","prq_o_1","prq_o_2","prq_a_1","prq_a_2","prq_p_1","prq_p_2","prq_n_1","prq_n_2","prq_w_1","prq_w_2","trial","value","info.pres","just"
"461","R_6kcA1r5RI1Mll3v",2,27,3,"POL_01","online","paid","left.c","conform",2,3,6,8,7,2,5,10,1,3,9,4,"stim_rig_lar_mky",3,"yes","right"
"462","R_6kcA1r5RI1Mll3v",2,27,3,"POL_01","online","paid","left.c","conform",2,3,6,8,7,2,5,10,1,3,9,4,"stim_rig_sma_mky",3,"yes","right"
"463","R_6kcA1r5RI1Mll3v",2,27,3,"POL_01","online","paid","left.c","conform",2,3,6,8,7,2,5,10,1,3,9,4,"stim_lef_lar_mky",NA,"yes","left"
"464","R_6kcA1r5RI1Mll3v",2,27,3,"POL_01","online","paid","left.c","conform",2,3,6,8,7,2,5,10,1,3,9,4,"stim_lef_sma_mky",NA,"yes","left"
"465","R_42RmjTHZeK3MlSF",1,80,4,"POL_01","online","paid","left.c","demand",8,7,5,8,7,8,6,8,7,3,8,8,"stim_lef_sma_mkn",2,"no","left"
"466","R_42RmjTHZeK3MlSF",1,80,4,"POL_01","online","paid","left.c","demand",8,7,5,8,7,8,6,8,7,3,8,8,"stim_lef_lar_mkn",2,"no","left"
"467","R_42RmjTHZeK3MlSF",1,80,4,"POL_01","online","paid","left.c","demand",8,7,5,8,7,8,6,8,7,3,8,8,"stim_rig_sma_mkn",NA,"no","right"
"468","R_42RmjTHZeK3MlSF",1,80,4,"POL_01","online","paid","left.c","demand",8,7,5,8,7,8,6,8,7,3,8,8,"stim_rig_lar_mkn",NA,"no","right"
"469","R_42RmjTHZeK3MlSF",1,80,4,"POL_01","online","paid","left.c","demand",8,7,5,8,7,8,6,8,7,3,8,8,"stim_rig_lar_mky",1,"yes","right"
"470","R_42RmjTHZeK3MlSF",1,80,4,"POL_01","online","paid","left.c","demand",8,7,5,8,7,8,6,8,7,3,8,8,"stim_rig_sma_mky",2,"yes","right"
"471","R_42RmjTHZeK3MlSF",1,80,4,"POL_01","online","paid","left.c","demand",8,7,5,8,7,8,6,8,7,3,8,8,"stim_lef_lar_mky",NA,"yes","left"
"472","R_42RmjTHZeK3MlSF",1,80,4,"POL_01","online","paid","left.c","demand",8,7,5,8,7,8,6,8,7,3,8,8,"stim_lef_sma_mky",NA,"yes","left"
"473","R_2h5r6V7Lqao4nOj",1,56,4,"POL_01","online","paid","left.c","conform",5,4,9,6,6,5,9,3,2,3,7,3,"stim_lef_sma_mkn",2,"no","left"
"474","R_2h5r6V7Lqao4nOj",1,56,4,"POL_01","online","paid","left.c","conform",5,4,9,6,6,5,9,3,2,3,7,3,"stim_lef_lar_mkn",3,"no","left"
"475","R_2h5r6V7Lqao4nOj",1,56,4,"POL_01","online","paid","left.c","conform",5,4,9,6,6,5,9,3,2,3,7,3,"stim_rig_sma_mkn",NA,"no","right"
"476","R_2h5r6V7Lqao4nOj",1,56,4,"POL_01","online","paid","left.c","conform",5,4,9,6,6,5,9,3,2,3,7,3,"stim_rig_lar_mkn",NA,"no","right"
"477","R_2h5r6V7Lqao4nOj",1,56,4,"POL_01","online","paid","left.c","conform",5,4,9,6,6,5,9,3,2,3,7,3,"stim_rig_lar_mky",2,"yes","right"
"478","R_2h5r6V7Lqao4nOj",1,56,4,"POL_01","online","paid","left.c","conform",5,4,9,6,6,5,9,3,2,3,7,3,"stim_rig_sma_mky",1,"yes","right"
"479","R_2h5r6V7Lqao4nOj",1,56,4,"POL_01","online","paid","left.c","conform",5,4,9,6,6,5,9,3,2,3,7,3,"stim_lef_lar_mky",NA,"yes","left"
"480","R_2h5r6V7Lqao4nOj",1,56,4,"POL_01","online","paid","left.c","conform",5,4,9,6,6,5,9,3,2,3,7,3,"stim_lef_sma_mky",NA,"yes","left"
"481","R_3TNMeZYMJ9ASSfu",1,43,3,"POL_01","online","paid","left.c","conform",6,4,9,8,7,2,7,8,2,3,2,8,"stim_lef_sma_mkn",6,"no","left"
"482","R_3TNMeZYMJ9ASSfu",1,43,3,"POL_01","online","paid","left.c","conform",6,4,9,8,7,2,7,8,2,3,2,8,"stim_lef_lar_mkn",6,"no","left"
"483","R_3TNMeZYMJ9ASSfu",1,43,3,"POL_01","online","paid","left.c","conform",6,4,9,8,7,2,7,8,2,3,2,8,"stim_rig_sma_mkn",NA,"no","right"
"484","R_3TNMeZYMJ9ASSfu",1,43,3,"POL_01","online","paid","left.c","conform",6,4,9,8,7,2,7,8,2,3,2,8,"stim_rig_lar_mkn",NA,"no","right"
"485","R_3TNMeZYMJ9ASSfu",1,43,3,"POL_01","online","paid","left.c","conform",6,4,9,8,7,2,7,8,2,3,2,8,"stim_rig_lar_mky",4,"yes","right"
"486","R_3TNMeZYMJ9ASSfu",1,43,3,"POL_01","online","paid","left.c","conform",6,4,9,8,7,2,7,8,2,3,2,8,"stim_rig_sma_mky",4,"yes","right"
"487","R_3TNMeZYMJ9ASSfu",1,43,3,"POL_01","online","paid","left.c","conform",6,4,9,8,7,2,7,8,2,3,2,8,"stim_lef_lar_mky",NA,"yes","left"
"488","R_3TNMeZYMJ9ASSfu",1,43,3,"POL_01","online","paid","left.c","conform",6,4,9,8,7,2,7,8,2,3,2,8,"stim_lef_sma_mky",NA,"yes","left"
"489","R_7gaBReYEWzBPvWx",2,76,4,"POL_01","online","paid","left.c","demand",9,10,8,10,9,8,10,8,2,2,10,10,"stim_lef_sma_mkn",5,"no","left"
"490","R_7gaBReYEWzBPvWx",2,76,4,"POL_01","online","paid","left.c","demand",9,10,8,10,9,8,10,8,2,2,10,10,"stim_lef_lar_mkn",6,"no","left"
"491","R_7gaBReYEWzBPvWx",2,76,4,"POL_01","online","paid","left.c","demand",9,10,8,10,9,8,10,8,2,2,10,10,"stim_rig_sma_mkn",NA,"no","right"
"492","R_7gaBReYEWzBPvWx",2,76,4,"POL_01","online","paid","left.c","demand",9,10,8,10,9,8,10,8,2,2,10,10,"stim_rig_lar_mkn",NA,"no","right"
"493","R_7gaBReYEWzBPvWx",2,76,4,"POL_01","online","paid","left.c","demand",9,10,8,10,9,8,10,8,2,2,10,10,"stim_rig_lar_mky",1,"yes","right"
"494","R_7gaBReYEWzBPvWx",2,76,4,"POL_01","online","paid","left.c","demand",9,10,8,10,9,8,10,8,2,2,10,10,"stim_rig_sma_mky",2,"yes","right"
"495","R_7gaBReYEWzBPvWx",2,76,4,"POL_01","online","paid","left.c","demand",9,10,8,10,9,8,10,8,2,2,10,10,"stim_lef_lar_mky",NA,"yes","left"
"496","R_7gaBReYEWzBPvWx",2,76,4,"POL_01","online","paid","left.c","demand",9,10,8,10,9,8,10,8,2,2,10,10,"stim_lef_sma_mky",NA,"yes","left"
"497","R_6EnK4ihCbmbfPHj",1,64,5,"POL_01","online","paid","left.c","demand",3,3,2,2,5,3,3,3,3,2,3,9,"stim_lef_sma_mkn",4,"no","left"
"498","R_6EnK4ihCbmbfPHj",1,64,5,"POL_01","online","paid","left.c","demand",3,3,2,2,5,3,3,3,3,2,3,9,"stim_lef_lar_mkn",3,"no","left"
"499","R_6EnK4ihCbmbfPHj",1,64,5,"POL_01","online","paid","left.c","demand",3,3,2,2,5,3,3,3,3,2,3,9,"stim_rig_sma_mkn",NA,"no","right"
"500","R_6EnK4ihCbmbfPHj",1,64,5,"POL_01","online","paid","left.c","demand",3,3,2,2,5,3,3,3,3,2,3,9,"stim_rig_lar_mkn",NA,"no","right"
"501","R_6EnK4ihCbmbfPHj",1,64,5,"POL_01","online","paid","left.c","demand",3,3,2,2,5,3,3,3,3,2,3,9,"stim_rig_lar_mky",3,"yes","right"
"502","R_6EnK4ihCbmbfPHj",1,64,5,"POL_01","online","paid","left.c","demand",3,3,2,2,5,3,3,3,3,2,3,9,"stim_rig_sma_mky",4,"yes","right"
"503","R_6EnK4ihCbmbfPHj",1,64,5,"POL_01","online","paid","left.c","demand",3,3,2,2,5,3,3,3,3,2,3,9,"stim_lef_lar_mky",NA,"yes","left"
"504","R_6EnK4ihCbmbfPHj",1,64,5,"POL_01","online","paid","left.c","demand",3,3,2,2,5,3,3,3,3,2,3,9,"stim_lef_sma_mky",NA,"yes","left"
"505","R_6mE4C2TJaWYONL0",1,44,5,"POL_01","online","paid","left.c","conform",5,6,6,1,6,6,6,6,6,6,6,6,"stim_lef_sma_mkn",2,"no","left"
"506","R_6mE4C2TJaWYONL0",1,44,5,"POL_01","online","paid","left.c","conform",5,6,6,1,6,6,6,6,6,6,6,6,"stim_lef_lar_mkn",3,"no","left"
"507","R_6mE4C2TJaWYONL0",1,44,5,"POL_01","online","paid","left.c","conform",5,6,6,1,6,6,6,6,6,6,6,6,"stim_rig_sma_mkn",NA,"no","right"
"508","R_6mE4C2TJaWYONL0",1,44,5,"POL_01","online","paid","left.c","conform",5,6,6,1,6,6,6,6,6,6,6,6,"stim_rig_lar_mkn",NA,"no","right"
"509","R_6mE4C2TJaWYONL0",1,44,5,"POL_01","online","paid","left.c","conform",5,6,6,1,6,6,6,6,6,6,6,6,"stim_rig_lar_mky",2,"yes","right"
"510","R_6mE4C2TJaWYONL0",1,44,5,"POL_01","online","paid","left.c","conform",5,6,6,1,6,6,6,6,6,6,6,6,"stim_rig_sma_mky",1,"yes","right"
"511","R_6mE4C2TJaWYONL0",1,44,5,"POL_01","online","paid","left.c","conform",5,6,6,1,6,6,6,6,6,6,6,6,"stim_lef_lar_mky",NA,"yes","left"
"512","R_6mE4C2TJaWYONL0",1,44,5,"POL_01","online","paid","left.c","conform",5,6,6,1,6,6,6,6,6,6,6,6,"stim_lef_sma_mky",NA,"yes","left"
"513","R_2FFtLvJU75c1TnX",1,56,5,"POL_01","online","paid","left.c","demand",7,6,8,8,8,8,8,7,3,6,8,8,"stim_lef_sma_mkn",2,"no","left"
"514","R_2FFtLvJU75c1TnX",1,56,5,"POL_01","online","paid","left.c","demand",7,6,8,8,8,8,8,7,3,6,8,8,"stim_lef_lar_mkn",3,"no","left"
"515","R_2FFtLvJU75c1TnX",1,56,5,"POL_01","online","paid","left.c","demand",7,6,8,8,8,8,8,7,3,6,8,8,"stim_rig_sma_mkn",NA,"no","right"
"516","R_2FFtLvJU75c1TnX",1,56,5,"POL_01","online","paid","left.c","demand",7,6,8,8,8,8,8,7,3,6,8,8,"stim_rig_lar_mkn",NA,"no","right"
"517","R_2FFtLvJU75c1TnX",1,56,5,"POL_01","online","paid","left.c","demand",7,6,8,8,8,8,8,7,3,6,8,8,"stim_rig_lar_mky",2,"yes","right"
"518","R_2FFtLvJU75c1TnX",1,56,5,"POL_01","online","paid","left.c","demand",7,6,8,8,8,8,8,7,3,6,8,8,"stim_rig_sma_mky",1,"yes","right"
"519","R_2FFtLvJU75c1TnX",1,56,5,"POL_01","online","paid","left.c","demand",7,6,8,8,8,8,8,7,3,6,8,8,"stim_lef_lar_mky",NA,"yes","left"
"520","R_2FFtLvJU75c1TnX",1,56,5,"POL_01","online","paid","left.c","demand",7,6,8,8,8,8,8,7,3,6,8,8,"stim_lef_sma_mky",NA,"yes","left"
"521","R_7rN7SY6qmuZ3msI",2,23,5,"POL_01","online","paid","left.c","demand",5,5,6,5,5,6,6,6,6,6,6,6,"stim_lef_sma_mkn",1,"no","left"
"522","R_7rN7SY6qmuZ3msI",2,23,5,"POL_01","online","paid","left.c","demand",5,5,6,5,5,6,6,6,6,6,6,6,"stim_lef_lar_mkn",3,"no","left"
"523","R_7rN7SY6qmuZ3msI",2,23,5,"POL_01","online","paid","left.c","demand",5,5,6,5,5,6,6,6,6,6,6,6,"stim_rig_sma_mkn",NA,"no","right"
"524","R_7rN7SY6qmuZ3msI",2,23,5,"POL_01","online","paid","left.c","demand",5,5,6,5,5,6,6,6,6,6,6,6,"stim_rig_lar_mkn",NA,"no","right"
"525","R_7rN7SY6qmuZ3msI",2,23,5,"POL_01","online","paid","left.c","demand",5,5,6,5,5,6,6,6,6,6,6,6,"stim_rig_lar_mky",2,"yes","right"
"526","R_7rN7SY6qmuZ3msI",2,23,5,"POL_01","online","paid","left.c","demand",5,5,6,5,5,6,6,6,6,6,6,6,"stim_rig_sma_mky",7,"yes","right"
"527","R_7rN7SY6qmuZ3msI",2,23,5,"POL_01","online","paid","left.c","demand",5,5,6,5,5,6,6,6,6,6,6,6,"stim_lef_lar_mky",NA,"yes","left"
"528","R_7rN7SY6qmuZ3msI",2,23,5,"POL_01","online","paid","left.c","demand",5,5,6,5,5,6,6,6,6,6,6,6,"stim_lef_sma_mky",NA,"yes","left"
"529","R_2F9w94Fci4sr3Ov",1,67,5,"POL_01","online","paid","left.c","conform",10,10,10,10,10,10,10,10,1,1,10,10,"stim_lef_sma_mkn",1,"no","left"
"530","R_2F9w94Fci4sr3Ov",1,67,5,"POL_01","online","paid","left.c","conform",10,10,10,10,10,10,10,10,1,1,10,10,"stim_lef_lar_mkn",4,"no","left"
"531","R_2F9w94Fci4sr3Ov",1,67,5,"POL_01","online","paid","left.c","conform",10,10,10,10,10,10,10,10,1,1,10,10,"stim_rig_sma_mkn",NA,"no","right"
"532","R_2F9w94Fci4sr3Ov",1,67,5,"POL_01","online","paid","left.c","conform",10,10,10,10,10,10,10,10,1,1,10,10,"stim_rig_lar_mkn",NA,"no","right"
"533","R_2F9w94Fci4sr3Ov",1,67,5,"POL_01","online","paid","left.c","conform",10,10,10,10,10,10,10,10,1,1,10,10,"stim_rig_lar_mky",2,"yes","right"
"534","R_2F9w94Fci4sr3Ov",1,67,5,"POL_01","online","paid","left.c","conform",10,10,10,10,10,10,10,10,1,1,10,10,"stim_rig_sma_mky",2,"yes","right"
"535","R_2F9w94Fci4sr3Ov",1,67,5,"POL_01","online","paid","left.c","conform",10,10,10,10,10,10,10,10,1,1,10,10,"stim_lef_lar_mky",NA,"yes","left"
"536","R_2F9w94Fci4sr3Ov",1,67,5,"POL_01","online","paid","left.c","conform",10,10,10,10,10,10,10,10,1,1,10,10,"stim_lef_sma_mky",NA,"yes","left"
"537","R_1nPeokDyigK2EoZ",1,54,4,"POL_01","online","paid","left.c","conform",10,7,10,10,8,7,9,3,1,1,10,8,"stim_lef_sma_mkn",2,"no","left"
"538","R_1nPeokDyigK2EoZ",1,54,4,"POL_01","online","paid","left.c","conform",10,7,10,10,8,7,9,3,1,1,10,8,"stim_lef_lar_mkn",3,"no","left"
"539","R_1nPeokDyigK2EoZ",1,54,4,"POL_01","online","paid","left.c","conform",10,7,10,10,8,7,9,3,1,1,10,8,"stim_rig_sma_mkn",NA,"no","right"
"540","R_1nPeokDyigK2EoZ",1,54,4,"POL_01","online","paid","left.c","conform",10,7,10,10,8,7,9,3,1,1,10,8,"stim_rig_lar_mkn",NA,"no","right"
"541","R_1nPeokDyigK2EoZ",1,54,4,"POL_01","online","paid","left.c","conform",10,7,10,10,8,7,9,3,1,1,10,8,"stim_rig_lar_mky",2,"yes","right"
"542","R_1nPeokDyigK2EoZ",1,54,4,"POL_01","online","paid","left.c","conform",10,7,10,10,8,7,9,3,1,1,10,8,"stim_rig_sma_mky",2,"yes","right"
"543","R_1nPeokDyigK2EoZ",1,54,4,"POL_01","online","paid","left.c","conform",10,7,10,10,8,7,9,3,1,1,10,8,"stim_lef_lar_mky",NA,"yes","left"
"544","R_1nPeokDyigK2EoZ",1,54,4,"POL_01","online","paid","left.c","conform",10,7,10,10,8,7,9,3,1,1,10,8,"stim_lef_sma_mky",NA,"yes","left"
"545","R_4wrAhvISHYdNGhP",3,45,4,"POL_01","online","paid","left.c","demand",9,4,10,6,7,1,7,9,1,1,8,10,"stim_lef_sma_mkn",2,"no","left"
"546","R_4wrAhvISHYdNGhP",3,45,4,"POL_01","online","paid","left.c","demand",9,4,10,6,7,1,7,9,1,1,8,10,"stim_lef_lar_mkn",2,"no","left"
"547","R_4wrAhvISHYdNGhP",3,45,4,"POL_01","online","paid","left.c","demand",9,4,10,6,7,1,7,9,1,1,8,10,"stim_rig_sma_mkn",NA,"no","right"
"548","R_4wrAhvISHYdNGhP",3,45,4,"POL_01","online","paid","left.c","demand",9,4,10,6,7,1,7,9,1,1,8,10,"stim_rig_lar_mkn",NA,"no","right"
"549","R_4wrAhvISHYdNGhP",3,45,4,"POL_01","online","paid","left.c","demand",9,4,10,6,7,1,7,9,1,1,8,10,"stim_rig_lar_mky",3,"yes","right"
"550","R_4wrAhvISHYdNGhP",3,45,4,"POL_01","online","paid","left.c","demand",9,4,10,6,7,1,7,9,1,1,8,10,"stim_rig_sma_mky",1,"yes","right"
"551","R_4wrAhvISHYdNGhP",3,45,4,"POL_01","online","paid","left.c","demand",9,4,10,6,7,1,7,9,1,1,8,10,"stim_lef_lar_mky",NA,"yes","left"
"552","R_4wrAhvISHYdNGhP",3,45,4,"POL_01","online","paid","left.c","demand",9,4,10,6,7,1,7,9,1,1,8,10,"stim_lef_sma_mky",NA,"yes","left"
"553","R_4mCcyt1Mnx22vsy",2,23,4,"TUR_01","online","credit","left.c","conform",7,1,5,1,1,6,1,1,1,1,6,10,"stim_lef_sma_mkn",2,"no","left"
"554","R_4mCcyt1Mnx22vsy",2,23,4,"TUR_01","online","credit","left.c","conform",7,1,5,1,1,6,1,1,1,1,6,10,"stim_lef_lar_mkn",4,"no","left"
"555","R_4mCcyt1Mnx22vsy",2,23,4,"TUR_01","online","credit","left.c","conform",7,1,5,1,1,6,1,1,1,1,6,10,"stim_rig_sma_mkn",NA,"no","right"
"556","R_4mCcyt1Mnx22vsy",2,23,4,"TUR_01","online","credit","left.c","conform",7,1,5,1,1,6,1,1,1,1,6,10,"stim_rig_lar_mkn",NA,"no","right"
"557","R_4mCcyt1Mnx22vsy",2,23,4,"TUR_01","online","credit","left.c","conform",7,1,5,1,1,6,1,1,1,1,6,10,"stim_rig_lar_mky",3,"yes","right"
"558","R_4mCcyt1Mnx22vsy",2,23,4,"TUR_01","online","credit","left.c","conform",7,1,5,1,1,6,1,1,1,1,6,10,"stim_rig_sma_mky",4,"yes","right"
"559","R_4mCcyt1Mnx22vsy",2,23,4,"TUR_01","online","credit","left.c","conform",7,1,5,1,1,6,1,1,1,1,6,10,"stim_lef_lar_mky",NA,"yes","left"
"560","R_4mCcyt1Mnx22vsy",2,23,4,"TUR_01","online","credit","left.c","conform",7,1,5,1,1,6,1,1,1,1,6,10,"stim_lef_sma_mky",NA,"yes","left"
"561","R_1oI7B3iN2wVwaaj",4,36,4,"POL_01","online","paid","left.c","demand",10,10,10,10,10,10,10,10,10,10,10,10,"stim_lef_sma_mkn",8,"no","left"
"562","R_1oI7B3iN2wVwaaj",4,36,4,"POL_01","online","paid","left.c","demand",10,10,10,10,10,10,10,10,10,10,10,10,"stim_lef_lar_mkn",8,"no","left"
"563","R_1oI7B3iN2wVwaaj",4,36,4,"POL_01","online","paid","left.c","demand",10,10,10,10,10,10,10,10,10,10,10,10,"stim_rig_sma_mkn",NA,"no","right"
"564","R_1oI7B3iN2wVwaaj",4,36,4,"POL_01","online","paid","left.c","demand",10,10,10,10,10,10,10,10,10,10,10,10,"stim_rig_lar_mkn",NA,"no","right"
"565","R_1oI7B3iN2wVwaaj",4,36,4,"POL_01","online","paid","left.c","demand",10,10,10,10,10,10,10,10,10,10,10,10,"stim_rig_lar_mky",NA,"yes","right"
"566","R_1oI7B3iN2wVwaaj",4,36,4,"POL_01","online","paid","left.c","demand",10,10,10,10,10,10,10,10,10,10,10,10,"stim_rig_sma_mky",8,"yes","right"
"567","R_1oI7B3iN2wVwaaj",4,36,4,"POL_01","online","paid","left.c","demand",10,10,10,10,10,10,10,10,10,10,10,10,"stim_lef_lar_mky",NA,"yes","left"
"568","R_1oI7B3iN2wVwaaj",4,36,4,"POL_01","online","paid","left.c","demand",10,10,10,10,10,10,10,10,10,10,10,10,"stim_lef_sma_mky",NA,"yes","left"
"569","R_4h5f4KtQPJpR0XL",2,19,5,"TUR_01","online","credit","left.c","conform",8,7,9,8,8,9,4,7,4,6,6,6,"stim_lef_sma_mkn",3,"no","left"
"570","R_4h5f4KtQPJpR0XL",2,19,5,"TUR_01","online","credit","left.c","conform",8,7,9,8,8,9,4,7,4,6,6,6,"stim_lef_lar_mkn",2,"no","left"
"571","R_4h5f4KtQPJpR0XL",2,19,5,"TUR_01","online","credit","left.c","conform",8,7,9,8,8,9,4,7,4,6,6,6,"stim_rig_sma_mkn",NA,"no","right"
"572","R_4h5f4KtQPJpR0XL",2,19,5,"TUR_01","online","credit","left.c","conform",8,7,9,8,8,9,4,7,4,6,6,6,"stim_rig_lar_mkn",NA,"no","right"
"573","R_4h5f4KtQPJpR0XL",2,19,5,"TUR_01","online","credit","left.c","conform",8,7,9,8,8,9,4,7,4,6,6,6,"stim_rig_lar_mky",3,"yes","right"
"574","R_4h5f4KtQPJpR0XL",2,19,5,"TUR_01","online","credit","left.c","conform",8,7,9,8,8,9,4,7,4,6,6,6,"stim_rig_sma_mky",5,"yes","right"
"575","R_4h5f4KtQPJpR0XL",2,19,5,"TUR_01","online","credit","left.c","conform",8,7,9,8,8,9,4,7,4,6,6,6,"stim_lef_lar_mky",NA,"yes","left"
"576","R_4h5f4KtQPJpR0XL",2,19,5,"TUR_01","online","credit","left.c","conform",8,7,9,8,8,9,4,7,4,6,6,6,"stim_lef_sma_mky",NA,"yes","left"
"577","R_1yu5mqhL0ESMhVf",1,48,4,"POL_01","online","paid","left.c","demand",2,2,9,5,9,9,8,6,2,1,6,7,"stim_lef_sma_mkn",2,"no","left"
"578","R_1yu5mqhL0ESMhVf",1,48,4,"POL_01","online","paid","left.c","demand",2,2,9,5,9,9,8,6,2,1,6,7,"stim_lef_lar_mkn",2,"no","left"
"579","R_1yu5mqhL0ESMhVf",1,48,4,"POL_01","online","paid","left.c","demand",2,2,9,5,9,9,8,6,2,1,6,7,"stim_rig_sma_mkn",NA,"no","right"
"580","R_1yu5mqhL0ESMhVf",1,48,4,"POL_01","online","paid","left.c","demand",2,2,9,5,9,9,8,6,2,1,6,7,"stim_rig_lar_mkn",NA,"no","right"
"581","R_1yu5mqhL0ESMhVf",1,48,4,"POL_01","online","paid","left.c","demand",2,2,9,5,9,9,8,6,2,1,6,7,"stim_rig_lar_mky",1,"yes","right"
"582","R_1yu5mqhL0ESMhVf",1,48,4,"POL_01","online","paid","left.c","demand",2,2,9,5,9,9,8,6,2,1,6,7,"stim_rig_sma_mky",1,"yes","right"
"583","R_1yu5mqhL0ESMhVf",1,48,4,"POL_01","online","paid","left.c","demand",2,2,9,5,9,9,8,6,2,1,6,7,"stim_lef_lar_mky",NA,"yes","left"
"584","R_1yu5mqhL0ESMhVf",1,48,4,"POL_01","online","paid","left.c","demand",2,2,9,5,9,9,8,6,2,1,6,7,"stim_lef_sma_mky",NA,"yes","left"
"585","R_1itbPd1Q0DyCl8K",2,71,3,"POL_01","online","paid","left.c","demand",5,4,8,9,7,3,9,10,1,6,7,8,"stim_lef_sma_mkn",1,"no","left"
"586","R_1itbPd1Q0DyCl8K",2,71,3,"POL_01","online","paid","left.c","demand",5,4,8,9,7,3,9,10,1,6,7,8,"stim_lef_lar_mkn",4,"no","left"
"587","R_1itbPd1Q0DyCl8K",2,71,3,"POL_01","online","paid","left.c","demand",5,4,8,9,7,3,9,10,1,6,7,8,"stim_rig_sma_mkn",NA,"no","right"
"588","R_1itbPd1Q0DyCl8K",2,71,3,"POL_01","online","paid","left.c","demand",5,4,8,9,7,3,9,10,1,6,7,8,"stim_rig_lar_mkn",NA,"no","right"
"589","R_1itbPd1Q0DyCl8K",2,71,3,"POL_01","online","paid","left.c","demand",5,4,8,9,7,3,9,10,1,6,7,8,"stim_rig_lar_mky",1,"yes","right"
"590","R_1itbPd1Q0DyCl8K",2,71,3,"POL_01","online","paid","left.c","demand",5,4,8,9,7,3,9,10,1,6,7,8,"stim_rig_sma_mky",1,"yes","right"
"591","R_1itbPd1Q0DyCl8K",2,71,3,"POL_01","online","paid","left.c","demand",5,4,8,9,7,3,9,10,1,6,7,8,"stim_lef_lar_mky",NA,"yes","left"
"592","R_1itbPd1Q0DyCl8K",2,71,3,"POL_01","online","paid","left.c","demand",5,4,8,9,7,3,9,10,1,6,7,8,"stim_lef_sma_mky",NA,"yes","left"
"593","R_2qywZxijLdwB241",3,99,1,"POL_01","online","paid","left.c","demand",5,4,6,5,5,5,6,6,6,6,5,8,"stim_lef_sma_mkn",7,"no","left"
"594","R_2qywZxijLdwB241",3,99,1,"POL_01","online","paid","left.c","demand",5,4,6,5,5,5,6,6,6,6,5,8,"stim_lef_lar_mkn",6,"no","left"
"595","R_2qywZxijLdwB241",3,99,1,"POL_01","online","paid","left.c","demand",5,4,6,5,5,5,6,6,6,6,5,8,"stim_rig_sma_mkn",NA,"no","right"
"596","R_2qywZxijLdwB241",3,99,1,"POL_01","online","paid","left.c","demand",5,4,6,5,5,5,6,6,6,6,5,8,"stim_rig_lar_mkn",NA,"no","right"
"597","R_2qywZxijLdwB241",3,99,1,"POL_01","online","paid","left.c","demand",5,4,6,5,5,5,6,6,6,6,5,8,"stim_rig_lar_mky",4,"yes","right"
"598","R_2qywZxijLdwB241",3,99,1,"POL_01","online","paid","left.c","demand",5,4,6,5,5,5,6,6,6,6,5,8,"stim_rig_sma_mky",4,"yes","right"
"599","R_2qywZxijLdwB241",3,99,1,"POL_01","online","paid","left.c","demand",5,4,6,5,5,5,6,6,6,6,5,8,"stim_lef_lar_mky",NA,"yes","left"
"600","R_2qywZxijLdwB241",3,99,1,"POL_01","online","paid","left.c","demand",5,4,6,5,5,5,6,6,6,6,5,8,"stim_lef_sma_mky",NA,"yes","left"
"601","R_3uocw0GrgJWwLOF",2,39,4,"POL_01","online","paid","left.c","demand",3,3,3,4,3,7,3,3,3,3,3,4,"stim_lef_sma_mkn",1,"no","left"
"602","R_3uocw0GrgJWwLOF",2,39,4,"POL_01","online","paid","left.c","demand",3,3,3,4,3,7,3,3,3,3,3,4,"stim_lef_lar_mkn",2,"no","left"
"603","R_3uocw0GrgJWwLOF",2,39,4,"POL_01","online","paid","left.c","demand",3,3,3,4,3,7,3,3,3,3,3,4,"stim_rig_sma_mkn",NA,"no","right"
"604","R_3uocw0GrgJWwLOF",2,39,4,"POL_01","online","paid","left.c","demand",3,3,3,4,3,7,3,3,3,3,3,4,"stim_rig_lar_mkn",NA,"no","right"
"605","R_3uocw0GrgJWwLOF",2,39,4,"POL_01","online","paid","left.c","demand",3,3,3,4,3,7,3,3,3,3,3,4,"stim_rig_lar_mky",2,"yes","right"
"606","R_3uocw0GrgJWwLOF",2,39,4,"POL_01","online","paid","left.c","demand",3,3,3,4,3,7,3,3,3,3,3,4,"stim_rig_sma_mky",2,"yes","right"
"607","R_3uocw0GrgJWwLOF",2,39,4,"POL_01","online","paid","left.c","demand",3,3,3,4,3,7,3,3,3,3,3,4,"stim_lef_lar_mky",NA,"yes","left"
"608","R_3uocw0GrgJWwLOF",2,39,4,"POL_01","online","paid","left.c","demand",3,3,3,4,3,7,3,3,3,3,3,4,"stim_lef_sma_mky",NA,"yes","left"
"609","R_3KKOAx8DOA7cRS9",1,43,5,"POL_01","online","paid","left.c","conform",5,7,7,6,8,8,8,7,8,6,7,6,"stim_lef_sma_mkn",1,"no","left"
"610","R_3KKOAx8DOA7cRS9",1,43,5,"POL_01","online","paid","left.c","conform",5,7,7,6,8,8,8,7,8,6,7,6,"stim_lef_lar_mkn",2,"no","left"
"611","R_3KKOAx8DOA7cRS9",1,43,5,"POL_01","online","paid","left.c","conform",5,7,7,6,8,8,8,7,8,6,7,6,"stim_rig_sma_mkn",NA,"no","right"
"612","R_3KKOAx8DOA7cRS9",1,43,5,"POL_01","online","paid","left.c","conform",5,7,7,6,8,8,8,7,8,6,7,6,"stim_rig_lar_mkn",NA,"no","right"
